,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
21,93.3,19,+20.11,113.4,42,65.8,168,BE,-.036,266,+2.82,86,99.5,9,110.5,7,21,+11.02,5,9,Villanova,22-11
22,98.1,62,+20.02,118.1,9,70.7,28,BE,-.018,223,-13.12,335,101.9,85,105.9,107,22,+4.03,92,6,Notre Dame,24-8
23,97.3,51,+19.61,116.9,16,67.2,106,ACC,-.067,309,-3.11,232,99.9,19,109.5,21,23,+9.63,21,10,Georgia Tech,20-12
24,100.1,90,+19.43,119.5,5,68.3,73,P10,-.009,203,+10.23,14,98.2,2,110.4,8,24,+12.20,2,8,Arizona,20-11
25,100.3,92,+19.24,119.5,6,67.6,90,B12,-.008,197,-2.00,205,100.6,47,108.1,53,25,+7.56,51,4,Texas,25-10
26,94.5,27,+19.03,113.5,39,69.6,42,SEC,-.114,333,-1.61,187,100.6,49,109.3,26,26,+8.60,34,1,Mississippi St.,21-14
27,92.8,16,+18.87,111.7,64,60.0,322,P10,+.004,170,-4.96,279,100.9,55,107.6,64,27,+6.79,61,3,Washington St.,26-8
28,95.3,35,+18.53,113.8,36,62.7,289,MVC,-.023,236,+4.10,66,99.4,8,108.3,49,28,+8.84,32,10,Creighton,22-11
29,93.9,24,+18.46,112.3,55,66.4,138,ACC,-.009,201,-3.81,249,100.9,57,109.8,14,29,+8.85,31,1,Clemson,25-11
30,92.4,15,+18.31,110.7,74,66.5,131,B10,+.002,175,+1.08,128,100.4,41,109.8,15,30,+9.37,25,9,Purdue,22-12
31,97.6,55,+18.29,115.9,22,71.3,19,SEC,+.035,88,+1.81,105,99.8,17,110.3,9,31,+10.57,7,5,Tennessee,24-11
32,99.2,78,+18.13,117.3,12,66.2,151,A10,-.047,280,+3.40,77,103.6,126,106.5,96,32,+2.83,108,9,Xavier,25-9
33,98.5,64,+18.06,116.5,19,63.2,270,BE,+.021,126,-6.55,304,101.7,72,107.0,80,33,+5.32,80,1,West Virginia,27-9
34,98.4,63,+17.79,116.2,21,66.2,147,ACC,-.007,193,-3.30,236,100.0,21,109.7,17,34,+9.72,18,2,Florida St.,22-13
35,95.9,42,+17.51,113.4,41,67.7,88,MVC,-.029,249,+1.37,116,100.6,46,108.3,50,35,+7.70,49,3,Missouri St.,22-11
36,89.8,5,+17.50,107.3,116,62.0,300,B10,-.017,220,-0.20,156,100.4,39,108.4,44,36,+8.06,41,12,Illinois,23-12
37,95.0,31,+17.38,112.4,54,63.7,252,ACC,-.004,187,+0.79,135,100.1,26,109.9,13,37,+9.85,16,5,Virginia Tech,22-12
38,94.6,30,+17.18,111.8,62,67.6,93,BE,+.009,156,-4.27,256,100.7,51,108.3,46,38,+7.59,50,8,Marquette,24-10
39,94.2,26,+16.86,111.0,72,67.1,111,P10,+.016,143,-6.62,307,100.0,23,108.3,51,39,+8.26,39,5,USC,25-12
40,95.2,32,+16.84,112.0,60,70.4,32,BE,-.066,308,-3.80,248,100.5,44,106.3,98,40,+5.78,71,2,Syracuse,24-11
41,95.8,40,+16.83,112.6,51,65.2,190,MWC,+.098,14,+2.29,93,103.5,123,109.1,32,41,+5.61,75,7,UNLV,30-7
42,93.9,25,+16.62,110.6,77,66.1,156,SEC,-.021,233,+1.28,119,100.2,32,110.3,10,42,+10.10,13,12,Arkansas,21-14
43,99.4,79,+16.23,115.7,24,66.6,126,SEC,+.008,160,-2.74,220,100.2,30,109.5,22,43,+9.34,26,6,Vanderbilt,22-12
44,101.1,107,+16.18,117.3,13,64.3,226,ACC,+.026,118,-2.41,210,100.4,38,110.7,5,44,+10.36,11,7,Boston College,21-12
45,99.1,76,+16.15,115.2,31,63.8,245,MAC,-.056,295,-4.55,267,104.5,156,102.8,205,45,-1.65,180,,Akron,26-7
46,100.6,97,+16.11,116.7,17,67.6,95,MWC,+.001,176,-0.30,158,102.5,100,106.8,86,46,+4.24,88,8,BYU,25-9
47,101.2,109,+16.09,117.2,14,66.3,139,WAC,+.030,105,+1.53,110,102.2,94,104.2,161,47,+1.98,121,7,Nevada,29-5
48,98.7,71,+15.43,114.1,35,67.9,83,ACC,+.006,164,-4.35,259,100.9,58,109.2,28,48,+8.27,38,4,Virginia,21-11
49,100.0,87,+15.31,115.3,30,67.1,113,WCC,-.032,262,+9.52,19,102.5,99,106.7,89,49,+4.15,89,10,Gonzaga,23-11
50,96.3,44,+15.27,111.5,66,62.4,295,BE,-.018,225,+4.94,50,99.7,14,109.6,20,50,+9.86,15,3,DePaul,20-14
51,98.0,60,+14.81,112.9,48,61.9,301,BSth,+.055,51,+15.06,3,105.8,199,103.1,197,51,-2.71,191,11,Winthrop,29-5
52,102.0,124,+14.55,116.6,18,65.5,178,CAA,+.002,174,+0.25,149,104.0,143,104.2,162,52,+0.20,150,11,VCU,28-7
53,101.5,115,+14.35,115.9,23,67.8,86,MVC,+.026,116,+3.61,74,99.8,18,108.8,40,53,+9.00,30,4,Bradley,22-13
54,93.5,20,+14.35,107.8,106,63.1,275,SEC,-.096,327,-1.46,183,100.5,43,109.1,34,54,+8.55,35,,LSU,17-15
55,96.7,49,+14.30,111.0,71,67.4,101,SEC,-.031,257,-3.46,239,99.7,13,110.2,12,55,+10.49,8,4,Georgia,19-14
56,90.2,9,+13.78,104.0,171,68.4,69,BE,-.110,332,-5.45,288,101.7,76,106.9,81,56,+5.20,82,,Connecticut,17-14
57,95.6,38,+13.71,109.3,91,65.8,169,B12,+.026,117,-1.68,190,101.9,87,107.5,70,57,+5.58,76,2,Kansas St.,23-12
58,93.8,22,+13.68,107.4,112,62.8,287,B12,-.133,335,-4.67,269,100.8,52,107.5,67,58,+6.72,62,,Oklahoma,16-15
59,95.3,37,+13.53,108.9,98,63.1,274,B10,+.037,83,-4.86,277,100.6,50,107.8,62,59,+7.14,56,3,Michigan,22-13
60,99.2,77,+13.49,112.7,50,67.2,110,SEC,+.017,141,-6.63,308,100.3,36,108.1,56,60,+7.75,48,4,Mississippi,21-13
61,98.5,66,+13.32,111.8,61,71.9,14,SC,+.067,33,+4.64,55,104.9,168,103.2,193,61,-1.70,182,13,Davidson,29-5
62,101.6,116,+13.04,114.7,33,65.3,185,SEC,+.019,130,-4.84,276,100.2,31,108.3,47,62,+8.15,40,5,Alabama,20-12
63,98.6,69,+12.78,111.4,67,72.0,12,B12,-.054,291,-3.93,250,101.0,61,105.7,116,63,+4.71,86,,Missouri,18-12
64,95.9,41,+12.70,108.6,99,65.8,161,CAA,+.013,153,+0.64,140,104.8,165,105.6,119,64,+0.84,141,12,Old Dominion,24-9
65,98.7,73,+12.42,111.1,70,63.4,263,MVC,-.071,310,+1.66,109,101.1,62,109.5,23,65,+8.38,37,,Wichita St.,17-14
66,97.3,52,+12.37,109.7,86,65.9,160,P10,+.028,112,-0.33,159,99.7,15,109.2,29,66,+9.50,23,11,Stanford,18-13
67,96.8,50,+12.36,109.1,94,70.6,29,A10,+.009,158,+0.17,150,105.3,177,106.2,100,67,+0.96,136,4,Massachusetts,24-9
68,101.0,104,+12.17,113.2,43,69.2,51,P10,+.018,134,-5.49,289,101.2,65,108.2,52,68,+6.92,58,,Washington,19-13
69,97.6,56,+11.43,109.0,96,61.6,305,MVC,-.014,211,+0.69,139,101.7,75,109.7,16,69,+8.01,42,,Northern Iowa,18-13
70,99.6,81,+11.06,110.6,76,66.5,129,B10,-.006,191,-2.56,214,99.7,16,107.2,75,70,+7.48,52,,Iowa,17-14
71,101.3,110,+10.98,112.2,57,64.9,205,B12,+.056,47,+2.29,94,100.5,45,108.3,48,71,+7.79,46,10,Texas Tech,21-13
72,100.8,100,+10.93,111.8,63,68.6,66,BE,-.024,241,-5.62,292,102.1,90,107.5,68,72,+5.39,77,5,Providence,18-13
73,92.9,17,+10.65,103.5,180,64.4,220,CAA,+.051,61,+9.56,17,104.1,146,106.6,90,73,+2.55,111,3,Drexel,23-9
74,98.6,68,+10.63,109.2,92,65.4,181,B12,+.044,72,-2.47,212,101.5,70,108.1,54,74,+6.66,63,2,Oklahoma St.,22-13
75,101.8,119,+10.46,112.2,59,66.2,149,ACC,+.048,65,-7.99,318,99.7,12,109.3,25,75,+9.67,20,6,North Carolina St.,20-16
76,100.8,99,+10.37,111.2,69,66.7,124,SC,+.074,29,+13.51,5,104.0,142,104.7,148,76,+0.67,144,5,Appalachian St.,25-8
77,96.7,48,+10.03,106.7,131,63.8,244,WCC,+.035,86,+3.12,81,104.3,152,105.7,114,77,+1.46,128,,Santa Clara,21-10
78,101.7,117,+9.99,111.7,65,64.5,217,P10,-.020,230,+2.24,95,99.4,7,109.1,31,78,+9.68,19,,California,16-17
79,94.6,29,+9.87,104.5,164,69.2,52,WAC,-.094,325,+1.43,114,103.6,125,105.3,128,79,+1.69,126,,Hawaii,18-13
80,94.6,28,+9.87,104.4,167,69.0,58,MWC,+.052,60,-1.93,202,103.2,115,108.1,57,80,+4.89,83,6,San Diego St.,22-11
81,95.3,36,+9.85,105.2,148,65.4,183,MAC,+.003,172,+2.48,91,103.7,134,105.5,122,81,+1.80,124,,Kent St.,21-11
82,100.0,89,+8.99,109.0,95,62.2,297,B12,-.012,208,-0.78,166,100.3,33,107.1,78,82,+6.80,60,,Nebraska,17-14
83,104.6,161,+8.54,113.2,46,64.3,225,MVC,-.072,312,-2.78,223,102.1,88,108.4,45,83,+6.32,68,,Evansville,14-17
84,101.9,122,+8.42,110.3,78,65.0,201,Horz,-.001,184,-0.09,153,104.2,151,105.2,131,84,+1.02,135,,Loyola Chicago,21-11
85,98.5,65,+8.39,106.9,128,70.2,33,SEC,+.009,157,-5.97,296,101.1,63,109.0,35,85,+7.94,44,,Auburn,17-15
86,98.7,75,+8.38,107.1,122,65.0,198,MVC,-.061,303,-3.19,234,101.3,66,107.6,65,86,+6.37,67,,Illinois St.,15-16
87,97.4,53,+8.38,105.7,141,58.1,330,MAC,-.024,240,+6.44,36,102.1,89,106.2,103,87,+4.09,90,14,Miami OH,18-15
88,98.7,74,+8.36,107.1,123,66.5,130,MCon,-.007,194,+4.23,65,105.8,201,104.9,139,88,-0.93,170,14,Oral Roberts,23-11
89,98.6,70,+7.91,106.5,135,60.8,316,CAA,-.071,311,+4.39,62,103.9,140,105.1,134,89,+1.18,133,,George Mason,18-15
90,103.4,147,+7.82,111.2,68,63.5,257,WAC,+.039,79,+0.15,151,102.7,103,105.4,125,90,+2.72,109,6,Utah St.,23-12
91,106.4,200,+7.76,114.1,34,68.1,78,Slnd,+.057,45,+2.12,97,105.9,208,100.8,278,91,-5.12,248,15,Texas A&M Corpus Chris,26-7
92,102.1,125,+7.69,109.8,85,67.9,82,Ivy,+.047,68,+1.14,127,105.3,178,102.5,213,92,-2.74,192,14,Penn,22-9
93,95.6,39,+7.40,103.0,186,62.5,293,Pat,+.025,119,+0.98,130,105.2,175,101.5,254,93,-3.70,213,13,Holy Cross,25-9
94,99.8,85,+7.30,107.1,121,68.8,62,CUSA,-.023,237,+4.48,58,101.8,82,105.7,112,94,+3.89,93,,Houston,18-15
95,97.7,58,+7.28,105.0,153,66.9,117,A10,+.089,20,-5.16,283,105.3,180,104.7,146,95,-0.57,163,11,George Washington,23-9
96,101.1,105,+7.27,108.3,101,69.7,39,WAC,+.035,87,-3.75,247,104.5,161,104.2,159,96,-0.30,158,13,New Mexico St.,25-9
97,102.1,126,+7.01,109.1,93,62.5,292,A10,-.043,274,+3.16,80,104.1,148,106.6,93,97,+2.47,113,,Saint Joseph's,18-14
98,99.7,83,+6.83,106.6,133,61.3,308,Pat,-.001,183,+3.81,71,104.3,154,101.4,257,98,-2.93,196,,Bucknell,22-9
99,108.5,238,+6.69,115.2,32,64.7,209,CAA,+.053,55,+2.30,92,102.8,106,103.7,176,99,+0.89,139,6,Hofstra,22-10
100,97.8,59,+6.66,104.5,165,63.0,281,Horz,+.137,2,-2.57,215,105.5,187,105.7,118,100,+0.23,148,14,Wright St.,23-10
101,103.2,144,+6.61,109.9,83,62.6,291,ind,-.010,205,-2.42,211,108.9,325,100.7,283,101,-8.15,306,,Utah Valley St.,22-7
102,101.1,108,+6.50,107.6,109,70.7,27,ACC,+.050,63,-3.05,230,100.2,29,110.6,6,102,+10.47,9,,Wake Forest,15-16
103,100.0,88,+6.49,106.5,134,65.1,196,WCC,-.102,331,+4.50,57,102.6,102,104.2,164,103,+1.60,127,,Saint Mary's,17-15
104,103.4,146,+6.20,109.6,87,67.2,107,ind,-.075,315,+0.89,132,106.6,243,99.8,308,104,-6.87,289,,North Dakota St.,20-8
105,102.3,130,+6.19,108.5,100,70.2,34,BE,-.100,329,-4.38,262,101.7,74,107.0,79,105,+5.28,81,,Seton Hall,13-16
106,96.3,46,+6.18,102.5,196,68.7,64,WAC,+.052,57,-4.67,270,103.8,137,103.5,184,106,-0.26,156,5,Fresno St.,22-10
107,105.1,173,+5.91,111.0,73,67.0,114,B12,-.058,299,-13.41,336,101.9,84,107.2,74,107,+5.37,79,,Baylor,15-16
108,102.6,133,+5.75,108.3,102,67.8,84,MWC,+.010,155,-4.48,265,102.9,107,106.8,85,108,+3.89,94,,Colorado St.,17-13
109,107.5,222,+5.73,113.2,45,63.4,261,ACC,-.077,318,-4.34,258,100.3,34,109.3,24,109,+9.02,29,,Miami FL,12-20
110,108.2,232,+5.64,113.8,37,67.6,92,MVC,+.052,58,-5.09,280,101.4,68,107.7,63,110,+6.22,69,,Drake,17-15
111,100.1,91,+5.61,105.7,142,66.9,119,MAC,+.057,44,+9.18,22,102.2,92,105.6,121,111,+3.39,98,7,Toledo,19-13
112,104.0,152,+5.54,109.5,89,63.6,256,CUSA,-.003,186,-10.96,333,105.0,172,101.1,263,112,-3.89,218,,UCF,22-9
113,106.8,210,+5.44,112.2,58,71.0,22,BW,+.110,5,-2.96,228,105.4,182,102.0,236,113,-3.34,203,12,Long Beach St.,24-8
114,101.4,114,+5.37,106.8,129,70.5,31,WAC,-.057,296,-0.98,172,102.8,105,104.3,158,114,+1.45,129,,Boise St.,17-14
115,96.2,43,+5.25,101.4,212,65.5,176,CUSA,-.020,229,-7.95,317,103.7,131,102.0,235,115,-1.67,181,,Tulsa,20-11
116,107.1,216,+5.21,112.3,56,68.2,75,SB,-.016,215,+4.41,60,106.8,247,103.0,200,116,-3.84,217,,Western Kentucky,22-11
117,97.7,57,+4.92,102.6,194,64.0,236,CUSA,-.042,273,+4.65,54,101.8,80,105.0,136,117,+3.20,100,,UAB,15-16
118,103.5,148,+4.75,108.2,104,67.6,89,MAC,-.024,243,+9.34,20,102.2,93,105.2,132,118,+2.96,105,,Western Michigan,16-16
119,104.9,169,+4.56,109.5,88,66.5,132,MAAC,+.017,136,-2.85,224,106.9,251,101.5,252,119,-5.33,252,7,Marist,25-9
120,100.4,94,+4.39,104.8,157,61.8,303,A10,+.096,15,+5.86,42,103.7,130,107.2,77,120,+3.49,97,,Saint Louis,20-13
121,102.2,129,+4.38,106.6,132,66.1,155,ASun,+.022,125,+2.22,96,106.8,246,100.0,304,121,-6.74,286,15,Belmont,23-10
122,99.6,82,+4.19,103.8,174,65.4,180,SC,+.032,97,-1.77,194,105.8,205,103.2,191,122,-2.60,189,,College of Charleston,22-11
123,101.3,112,+4.16,105.5,146,66.2,146,AE,+.055,50,-1.39,181,106.4,234,100.9,271,123,-5.42,254,7,Vermont,25-8
124,100.7,98,+4.12,104.9,155,64.4,222,A10,+.086,22,-1.02,173,104.5,159,105.7,113,124,+1.21,132,,Dayton,19-12
125,105.3,178,+4.08,109.4,90,66.2,145,MAC,+.028,109,+0.42,146,103.4,121,104.2,166,125,+0.73,143,,Ohio,19-13
126,106.4,199,+3.96,110.3,79,61.0,314,SEC,+.068,31,-3.71,246,99.6,11,109.0,36,126,+9.41,24,,South Carolina,14-16
127,100.3,93,+3.65,104.0,172,65.2,188,CUSA,+.001,178,-9.27,324,102.8,104,101.8,241,127,-1.00,171,,Southern Miss,20-11
128,106.7,209,+3.45,110.2,81,63.9,240,MCon,+.039,77,+7.92,27,104.1,145,104.9,138,128,+0.78,142,,Oakland,19-14
129,99.9,86,+3.41,103.3,184,63.8,242,BE,+.039,78,-8.30,319,101.8,81,106.3,97,129,+4.48,87,,St. John's,16-15
130,105.6,184,+3.34,109.0,97,68.9,60,MWC,+.055,49,-2.72,218,103.1,114,107.2,76,130,+4.08,91,,Wyoming,17-15
131,107.2,219,+3.06,110.3,80,68.8,61,A10,-.123,334,+2.96,84,103.7,132,105.7,117,131,+1.98,120,,Temple,12-18
132,103.3,145,+2.91,106.2,139,69.6,43,Slnd,+.008,159,+3.01,83,105.7,197,101.1,266,132,-4.67,238,,Sam Houston St.,21-10
133,101.0,103,+2.68,103.7,178,72.1,11,CUSA,-.137,336,-6.61,306,103.9,139,102.5,212,133,-1.32,175,,UTEP,14-17
134,98.7,72,+2.67,101.4,213,63.3,265,B12,+.038,80,-5.14,282,101.7,73,107.5,71,134,+5.82,70,,Iowa St.,15-16
135,110.5,285,+2.55,113.0,47,67.6,91,A10,+.066,34,+0.72,136,103.7,127,105.8,110,135,+2.08,118,,Rhode Island,19-14
136,103.0,139,+2.51,105.5,144,56.9,333,B10,-.049,285,-6.14,301,101.0,59,107.4,72,136,+6.48,65,,Northwestern,13-18
137,98.5,67,+2.32,100.8,221,62.9,284,A10,+.053,56,+0.56,144,106.1,219,105.4,124,137,-0.67,165,,Fordham,18-12
138,105.2,175,+2.25,107.4,113,63.7,250,AE,+.109,6,+0.94,131,105.9,207,102.4,217,138,-3.47,206,13,Albany,23-10
139,108.5,239,+2.18,110.7,75,65.3,186,MWC,-.055,294,-5.36,285,103.2,116,105.6,120,139,+2.38,115,,New Mexico,15-17
140,102.1,128,+1.94,104.1,170,62.5,294,MVC,+.059,43,+2.02,99,100.0,24,109.2,30,140,+9.16,27,,Indiana St.,13-18
141,101.9,121,+1.87,103.7,176,64.8,207,BE,-.030,255,-1.24,178,101.8,83,108.8,39,141,+6.99,57,,Cincinnati,11-19
142,101.0,101,+1.83,102.8,190,69.8,38,CUSA,+.046,69,-4.31,257,102.9,108,102.7,209,142,-0.23,155,,Tulane,17-13
143,99.5,80,+1.83,101.3,215,58.5,329,P10,-.091,324,-6.05,299,100.9,56,108.8,41,143,+7.90,45,,Arizona St.,8-22
144,105.6,185,+1.74,107.4,114,64.2,227,Horz,-.005,188,-3.45,238,105.0,171,104.5,152,144,-0.52,162,,Green Bay,18-15
145,112.1,308,+1.63,113.7,38,61.2,310,MWC,-.041,270,+1.16,126,102.3,96,108.0,60,145,+5.65,72,,Utah,11-19
146,103.0,137,+1.55,104.5,163,64.6,212,SB,+.017,137,+1.75,107,106.9,257,102.8,207,146,-4.17,226,7,South Alabama,20-12
147,106.9,214,+1.38,108.3,103,62.9,286,B10,-.055,293,-10.00,329,101.0,60,106.6,91,147,+5.65,73,,Penn St.,11-19
148,99.7,84,+1.32,101.1,219,64.4,224,MCon,-.003,185,+5.26,47,106.0,213,106.2,101,148,+0.23,149,,Valparaiso,16-15
149,105.9,189,+1.16,107.1,124,68.6,67,MAAC,-.046,278,-4.73,271,107.5,281,100.5,290,149,-6.99,292,,Siena,20-12
150,101.3,111,+0.81,102.1,205,65.2,189,BE,-.064,307,-9.20,323,101.9,86,105.7,111,150,+3.87,95,,South Florida,12-18
151,104.8,165,+0.74,105.5,145,64.6,210,CAA,-.030,256,-0.37,161,105.4,183,104.8,141,151,-0.58,164,,Towson,15-17
152,106.3,196,+0.71,107.0,126,66.2,143,Horz,-.027,248,+4.44,59,103.4,122,106.0,104,152,+2.54,112,,Illinois Chicago,14-18
153,104.5,160,+0.70,105.2,150,63.5,258,BW,+.017,139,-4.24,254,106.3,228,102.0,238,153,-4.30,231,,UC Santa Barbara,18-11
154,106.4,201,+0.59,107.0,125,61.1,311,Horz,-.053,290,+4.87,51,103.1,113,106.2,102,154,+3.05,103,,Detroit,11-19
155,107.9,228,+0.28,108.2,105,66.3,142,BW,+.029,108,-6.11,300,107.0,259,102.3,223,155,-4.72,240,,Cal Poly,19-11
156,106.1,192,+0.13,106.2,140,66.2,150,A10,+.003,171,+1.94,102,104.5,157,105.8,109,156,+1.31,130,,Charlotte,14-16
157,105.3,179,-0.15,105.2,149,68.3,74,WCC,-.016,216,+4.00,67,103.4,120,105.4,126,157,+1.98,122,,San Francisco,13-18
158,105.0,170,-0.26,104.7,159,60.2,320,BSky,-.073,313,+11.60,10,106.2,227,105.3,127,158,-0.91,169,,Idaho St.,13-17
159,108.0,230,-0.45,107.5,111,69.1,54,WCC,+.042,75,-1.83,198,103.7,135,103.4,188,159,-0.38,159,,San Diego,18-14
160,101.7,118,-0.53,101.2,216,65.1,195,B10,-.029,253,-1.79,195,99.6,10,107.6,66,160,+7.98,43,,Minnesota,9-22
161,111.1,291,-0.94,110.1,82,72.1,10,BSky,+.070,30,+4.34,63,106.8,249,103.5,182,161,-3.30,201,,Northern Arizona,18-12
162,104.0,154,-0.98,103.0,187,69.1,55,SB,+.034,92,-2.88,225,108.6,319,102.2,224,162,-6.40,282,15,North Texas,23-11
163,106.4,202,-1.08,105.3,147,66.2,152,OVC,+.065,36,+10.70,12,107.6,287,101.5,251,163,-6.06,274,8,Austin Peay,21-12
164,103.6,149,-1.21,102.4,198,66.6,125,SC,+.005,166,-3.15,233,105.6,193,102.1,227,164,-3.52,208,,UNC Greensboro,16-14
165,106.0,190,-1.31,104.7,160,74.5,4,Slnd,-.001,182,+5.45,45,105.6,192,102.1,233,165,-3.56,209,,Northwestern St.,17-15
166,100.4,95,-1.49,98.9,248,69.8,37,ASun,+.100,12,-1.41,182,107.8,295,99.7,311,166,-8.04,305,8,East Tennessee St.,24-10
167,101.8,120,-1.52,100.3,228,64.1,232,Pat,-.051,288,-6.69,310,105.9,209,98.9,316,167,-6.96,290,,American,16-14
168,101.0,102,-1.56,99.5,243,64.4,221,BW,-.029,250,+0.63,141,106.4,238,104.4,154,168,-2.06,185,,UC Irvine,15-18
169,103.1,140,-1.56,101.5,210,61.0,313,CUSA,-.048,283,-6.01,298,102.3,95,102.4,216,169,+0.16,152,,SMU,14-17
170,105.1,172,-1.67,103.4,183,69.4,47,OVC,+.007,162,+9.26,21,107.9,306,102.1,230,170,-5.81,265,,Tennessee Tech,19-13
171,105.2,174,-1.86,103.3,185,65.8,167,CUSA,+.054,53,+0.35,148,103.0,110,104.3,156,171,+1.30,131,,Rice,16-16
172,98.1,61,-1.94,96.2,283,66.8,120,MWC,+.037,82,-9.53,325,103.8,136,105.9,106,172,+2.18,116,,TCU,13-17
173,103.1,142,-2.07,101.1,220,66.4,134,BSth,+.054,54,-7.62,316,108.9,328,100.2,298,173,-8.72,316,,High Point,22-10
174,104.6,162,-2.09,102.6,195,65.1,194,P10,-.032,260,-8.82,321,100.9,54,107.5,69,174,+6.64,64,,Oregon St.,11-21
175,104.7,163,-2.09,102.6,193,66.3,140,Ivy,-.017,221,-0.13,155,105.9,210,102.1,231,175,-3.82,216,,Yale,14-13
176,106.8,211,-2.18,104.7,161,70.9,25,BSky,+.031,101,-2.09,207,108.1,313,102.5,214,176,-5.58,257,,Portland St.,19-13
177,106.3,198,-2.24,104.1,169,63.3,266,NEC,+.060,42,-5.10,281,108.8,324,100.4,294,177,-8.44,314,16,Central Connecticut,22-12
178,106.1,193,-2.55,103.5,181,63.0,277,MCon,-.005,190,-1.96,204,107.2,265,104.1,168,178,-3.02,199,,Southern Utah,16-14
179,107.6,224,-2.55,105.1,151,73.4,5,BW,+.065,35,-9.95,328,106.9,256,100.7,284,179,-6.19,278,,Cal St. Fullerton,20-10
180,115.0,330,-2.57,112.4,52,71.9,13,BSky,-.019,226,+6.93,33,106.4,235,103.7,177,180,-2.69,190,,Eastern Washington,15-14
181,105.4,180,-2.57,102.8,189,65.6,175,Horz,+.036,85,+4.51,56,104.1,149,106.7,88,181,+2.60,110,,Youngstown St.,14-17
182,105.3,177,-2.58,102.7,191,61.3,309,OVC,+.078,23,+6.66,34,107.9,307,101.8,245,182,-6.17,277,16,Eastern Kentucky,21-12
183,109.5,260,-2.62,106.9,127,63.0,283,MCon,-.020,228,-1.67,189,105.3,179,102.9,203,183,-2.37,187,,IUPUI,15-15
184,104.8,168,-2.71,102.1,203,65.2,191,BSky,+.098,13,+1.83,104,108.3,314,104.8,143,184,-3.46,205,15,Weber St.,20-12
185,110.3,280,-2.75,107.6,110,71.3,20,NEC,+.020,128,+1.73,108,107.8,296,100.7,280,185,-7.06,293,,Sacred Heart,18-14
