,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
186,110.0,271,-2.76,107.2,119,68.3,72,MAAC,+.118,3,-5.19,284,107.5,278,101.3,260,186,-6.17,276,16,Niagara,23-12
187,106.6,205,-2.77,103.9,173,61.4,307,ASun,-.017,219,+5.49,44,107.6,289,100.8,275,187,-6.77,288,,Lipscomb,18-13
188,104.0,153,-2.80,101.2,218,64.6,211,CAA,+.014,151,+7.94,26,103.7,133,105.7,115,188,+1.98,123,,Northeastern,13-19
189,107.3,220,-2.93,104.3,168,63.2,268,Ivy,+.000,181,-5.38,287,106.3,231,100.3,296,189,-6.00,271,,Cornell,16-12
190,103.7,151,-2.97,100.7,223,67.2,108,CUSA,+.074,28,+0.83,133,102.5,101,104.6,149,190,+2.07,119,,Marshall,13-19
191,110.3,278,-3.14,107.2,120,65.8,164,MAAC,+.002,173,-5.36,286,107.0,258,100.2,299,191,-6.76,287,,Loyola MD,18-13
192,110.5,287,-3.27,107.3,118,62.8,288,BSky,-.008,198,+0.42,147,107.7,293,103.5,183,192,-4.19,228,,Montana,17-15
193,107.4,221,-3.55,103.8,175,63.1,276,SC,+.018,135,+2.06,98,104.8,164,103.9,172,193,-0.88,168,,Furman,15-16
194,103.2,143,-3.78,99.4,245,59.4,326,AE,-.102,330,+0.82,134,106.1,221,101.8,243,194,-4.33,232,,Boston University,12-18
195,102.0,123,-3.79,98.2,262,60.5,318,Slnd,-.077,316,-2.78,222,107.1,262,101.1,265,195,-6.00,272,,Stephen F. Austin,15-14
196,106.6,204,-3.83,102.8,188,63.1,272,CAA,+.019,131,-10.88,332,105.8,202,102.0,234,196,-3.77,215,,William & Mary,15-15
197,103.7,150,-3.89,99.8,233,65.8,163,WAC,-.011,206,+1.19,123,101.5,69,104.3,155,197,+2.90,107,,Louisiana Tech,10-20
198,102.5,131,-4.00,98.5,254,70.6,30,MAC,+.015,150,-1.76,193,104.5,160,104.7,147,198,+0.15,154,,Buffalo,12-19
199,102.1,127,-4.10,98.0,264,68.3,70,SC,-.027,245,-1.17,176,105.7,196,102.2,226,199,-3.51,207,,Georgia Southern,15-16
200,110.7,289,-4.16,106.5,136,54.5,335,MEAC,+.109,7,+15.86,2,106.2,226,99.8,307,200,-6.40,281,8,Delaware St.,21-13
201,102.7,135,-4.24,98.5,256,60.7,317,SB,+.001,177,+3.75,72,107.1,263,104.1,167,201,-2.98,198,,Middle Tennessee,15-17
202,104.0,155,-4.26,99.7,235,65.4,182,SC,-.027,246,-0.85,169,104.8,167,103.3,190,202,-1.56,179,,Chattanooga,15-18
203,112.1,306,-4.73,107.3,115,68.2,77,ind,-.009,202,+5.64,43,101.7,77,107.4,73,203,+5.64,74,,Chicago St.,9-20
204,108.7,243,-4.94,103.7,177,67.5,98,SB,+.037,81,-1.93,201,107.8,298,102.2,225,204,-5.64,259,,Arkansas St.,18-15
205,101.4,113,-5.03,96.4,282,63.1,271,MAC,-.089,322,+3.84,69,103.4,118,104.2,160,205,+0.85,140,,Ball St.,9-22
206,110.0,272,-5.23,104.7,158,61.9,302,Ivy,+.047,67,-9.77,327,107.4,276,99.5,312,206,-7.81,301,,Columbia,16-12
207,107.5,223,-5.23,102.3,199,59.8,324,MAAC,+.000,179,+5.93,40,105.7,194,102.7,208,207,-2.93,197,,Fairfield,13-19
208,106.7,206,-5.32,101.3,214,60.9,315,BE,+.050,62,-2.94,226,100.4,42,106.8,84,208,+6.44,66,,Rutgers,10-19
209,109.9,269,-5.34,104.6,162,62.3,296,BW,-.029,251,+2.00,100,105.1,173,103.6,178,209,-1.53,178,,Pacific,12-19
210,105.5,182,-5.38,100.1,232,66.9,118,Horz,+.032,94,+5.28,46,103.1,111,106.9,83,210,+3.82,96,,Milwaukee,9-22
211,100.5,96,-5.50,95.0,294,67.8,85,WCC,+.095,16,+5.98,38,103.1,112,106.3,99,211,+3.16,101,,Loyola Marymount,13-18
212,112.3,310,-5.54,106.7,130,66.1,154,NEC,+.004,169,-6.67,309,109.5,335,99.7,309,212,-9.72,318,,Robert Morris,17-11
213,112.9,315,-5.66,107.3,117,66.0,157,MCon,-.015,214,+0.59,143,105.4,186,104.1,170,213,-1.28,173,,UMKC,12-20
214,109.6,261,-5.97,103.6,179,68.9,59,Slnd,+.015,147,+4.39,61,105.7,195,102.3,218,214,-3.32,202,,Lamar,15-17
215,106.3,197,-6.03,100.3,229,65.6,174,MAC,+.076,26,-1.30,179,104.1,147,103.7,175,215,-0.39,160,,Central Michigan,13-18
216,106.7,208,-6.04,100.7,224,71.6,16,B12,+.037,84,-3.71,245,101.5,71,108.8,42,216,+7.25,54,,Colorado,7-20
217,105.8,187,-6.18,99.6,236,67.6,94,MAC,+.028,111,-7.09,315,104.7,162,103.3,189,217,-1.39,176,,Bowling Green,13-18
218,104.7,164,-6.31,98.4,259,64.9,202,OVC,+.052,59,+11.85,8,108.0,309,101.7,246,218,-6.27,280,,Murray St.,16-14
219,108.4,237,-6.34,102.1,204,68.3,71,BSth,-.054,292,-1.91,199,107.7,294,101.9,240,219,-5.87,268,,Liberty,14-17
220,111.6,300,-6.57,105.0,152,72.4,9,WCC,-.024,244,+0.99,129,103.8,138,104.8,140,220,+1.04,134,,Pepperdine,8-23
221,112.8,314,-6.62,106.2,138,54.5,334,OVC,+.043,73,+9.75,16,106.6,242,102.0,237,221,-4.58,235,,Samford,16-16
222,105.4,181,-6.74,98.7,252,66.7,123,AE,-.047,282,-9.55,326,107.6,290,99.7,310,222,-7.91,304,,Binghamton,13-16
223,114.5,327,-6.78,107.7,108,73.3,6,A10,+.029,107,+0.53,145,105.8,203,106.0,105,223,+0.15,153,,Duquesne,10-19
224,104.8,167,-6.85,98.0,265,65.7,172,MAC,+.065,38,-1.96,203,104.3,153,103.5,185,224,-0.82,167,,Eastern Michigan,13-19
225,106.5,203,-6.96,99.5,239,65.6,173,CAA,-.044,275,+4.70,52,103.7,128,105.9,108,225,+2.16,117,,UNC Wilmington,7-22
226,112.0,305,-7.11,104.9,154,69.4,46,SB,+.095,17,+1.18,124,107.8,297,103.1,195,226,-4.68,239,,Florida Atlantic,16-15
227,105.7,186,-7.19,98.5,257,62.1,299,Ivy,-.024,242,-1.80,196,106.2,225,102.3,220,227,-3.90,219,,Brown,11-18
228,113.0,316,-7.26,105.7,143,67.2,109,SB,+.018,133,+1.35,117,107.6,284,103.4,186,228,-4.17,227,,Troy,13-17
229,109.4,253,-7.27,102.1,202,63.1,273,Slnd,+.078,24,-1.02,175,106.9,252,102.1,232,229,-4.82,241,,Southeastern Louisiana,16-14
230,109.5,255,-7.32,102.2,201,65.7,171,MAC,-.083,321,-0.10,154,104.2,150,104.3,157,230,+0.17,151,,Northern Illinois,7-23
231,115.1,332,-7.33,107.8,107,64.1,230,SB,+.004,167,+2.65,90,107.5,283,102.3,221,231,-5.28,251,,New Orleans,14-17
232,107.2,218,-7.45,99.8,234,63.4,262,Horz,-.023,238,+3.25,78,103.5,124,106.6,92,232,+3.13,102,,Cleveland St.,10-21
233,102.5,132,-7.57,95.0,295,65.8,166,WAC,-.018,224,+7.42,29,102.1,91,106.9,82,233,+4.78,84,,San Jose St.,5-25
234,105.3,176,-7.74,97.6,271,71.3,18,BW,+.017,140,-4.81,275,107.1,264,103.1,194,234,-4.01,221,,Cal St. Northridge,14-17
235,110.4,281,-7.88,102.5,197,66.4,136,BSth,-.031,259,-5.68,293,107.3,273,100.1,302,235,-7.22,296,,Coastal Carolina,15-15
236,112.5,311,-8.07,104.5,166,66.9,116,A10,-.077,317,-11.80,334,107.2,267,103.0,198,236,-4.21,229,,La Salle,10-20
237,114.6,328,-8.16,106.4,137,89.7,1,BSth,-.079,320,-10.06,330,108.0,310,100.4,292,237,-7.56,299,,VMI,14-19
238,109.9,268,-8.33,101.6,208,67.5,97,SC,+.005,165,+9.56,18,103.7,129,104.6,150,238,+0.91,138,,Western Carolina,11-20
239,106.7,207,-8.35,98.3,260,63.8,246,AE,+.024,122,-2.06,206,106.0,216,101.0,270,239,-5.01,245,,Hartford,13-18
240,104.1,156,-8.52,95.6,288,64.5,216,NEC,-.041,268,+1.85,103,108.6,318,102.8,206,240,-5.78,264,,Mount St. Mary's,11-20
241,109.5,259,-8.69,100.8,222,64.2,228,CAA,+.046,70,-2.97,229,104.4,155,104.8,144,241,+0.39,146,,Georgia St.,11-20
242,105.9,188,-8.93,96.9,278,68.0,79,BSth,-.018,222,+4.97,49,106.3,230,104.6,151,242,-1.75,183,,UNC Asheville,12-19
243,110.5,286,-8.99,101.5,209,67.3,105,SB,+.102,9,+4.25,64,107.7,291,102.1,229,243,-5.57,256,,Louisiana Monroe,18-14
244,111.2,292,-9.08,102.1,206,67.7,87,MAAC,+.111,4,-2.96,227,106.8,248,100.6,288,244,-6.26,279,,Rider,16-15
245,109.4,252,-9.13,100.2,231,67.0,115,MAAC,-.015,213,-2.32,209,107.3,270,101.7,247,245,-5.62,258,,Canisius,12-19
246,109.8,264,-9.33,100.5,226,70.2,35,ASun,+.076,25,+7.29,31,107.3,275,100.2,300,246,-7.19,295,,Jacksonville,15-14
247,103.0,138,-9.33,93.7,306,69.1,56,MEAC,-.016,217,+1.50,112,109.4,334,98.5,318,247,-10.88,326,,Hampton,15-16
248,108.2,231,-9.34,98.8,250,66.8,122,ind,+.015,148,+3.51,75,104.8,166,103.6,180,248,-1.23,172,,IPFW,12-17
249,114.2,324,-9.41,104.8,156,66.0,159,SC,-.016,218,+8.54,24,104.0,144,103.7,174,249,-0.29,157,,Wofford,10-20
250,102.9,136,-9.45,93.4,308,63.6,254,SWAC,+.062,41,+5.93,41,106.4,239,95.7,330,250,-10.79,325,8,Mississippi Valley St.,18-16
251,109.7,262,-9.48,100.2,230,69.7,40,SWAC,+.140,1,+7.09,32,105.8,200,95.6,331,251,-10.16,321,16,Jackson St.,21-14
252,107.8,227,-9.49,98.3,261,63.0,282,Pat,-.005,189,-1.30,180,105.4,184,101.1,264,252,-4.27,230,,Lehigh,12-19
253,108.4,236,-9.51,98.9,249,69.5,45,NEC,+.023,124,-4.20,253,108.3,315,100.0,306,253,-8.38,313,,Quinnipiac,14-15
254,110.2,276,-9.57,100.6,225,67.6,96,MEAC,+.104,8,+10.61,13,108.0,312,97.7,322,254,-10.39,323,16,Florida A&M,21-14
255,110.1,275,-9.73,100.4,227,63.0,278,SB,+.041,76,+1.38,115,107.8,300,103.0,199,255,-4.88,243,,Arkansas Little Rock,13-17
256,109.4,254,-9.83,99.6,237,67.1,112,MCon,-.007,195,-2.24,208,106.7,245,104.8,145,256,-1.98,184,,Centenary,10-21
257,113.3,317,-9.90,103.4,182,71.1,21,Ivy,+.089,21,-2.76,221,105.6,190,101.4,256,257,-4.15,225,,Harvard,12-16
258,111.4,296,-9.90,101.5,211,68.7,65,NEC,+.064,39,-0.81,168,107.9,303,100.9,272,258,-6.97,291,,Fairleigh Dickinson,14-16
259,102.6,134,-9.95,92.7,315,63.0,280,Pat,+.056,48,-6.98,313,106.0,212,100.2,301,259,-5.81,266,,Army,15-16
260,109.5,257,-9.99,99.5,240,62.7,290,NEC,-.013,210,+1.25,121,107.6,288,101.1,262,260,-6.46,283,,Monmouth,12-18
261,111.3,293,-10.06,101.2,217,69.9,36,Slnd,+.045,71,-0.53,163,105.7,198,100.6,285,261,-5.15,249,,UT Arlington,13-17
262,106.9,213,-10.08,96.8,279,66.5,128,MAAC,+.076,27,-4.07,252,107.3,271,101.3,258,262,-5.93,269,,Manhattan,13-17
263,109.5,256,-10.17,99.3,246,65.1,193,ASun,-.036,264,-3.98,251,107.2,268,98.9,317,263,-8.35,312,,Kennesaw St.,13-18
264,112.2,309,-10.43,101.8,207,64.1,231,ind,+.015,146,-4.43,263,106.9,254,100.8,277,264,-6.16,275,,Texas Pan American,14-15
265,109.9,267,-10.46,99.5,242,66.1,153,AE,+.008,161,-0.56,164,106.1,220,101.5,253,265,-4.63,237,,Maine,12-18
266,106.0,191,-10.55,95.5,289,64.8,208,Pat,+.032,95,-6.73,311,105.2,176,99.5,313,266,-5.69,262,,Navy,14-16
267,101.1,106,-10.58,90.5,322,65.5,179,Slnd,+.100,11,+1.75,106,106.3,232,102.3,219,267,-4.01,220,,McNeese St.,15-17
268,110.2,277,-10.63,99.6,238,73.0,7,ASun,-.012,209,-3.60,243,107.5,282,99.3,315,268,-8.23,309,,Campbell,14-17
269,103.1,141,-10.68,92.5,316,51.6,336,Ivy,-.007,196,-5.75,294,107.4,277,101.8,242,269,-5.64,260,,Princeton,11-17
270,110.3,279,-10.81,99.5,241,61.6,304,AE,+.016,144,-0.71,165,105.6,191,101.4,255,270,-4.15,224,,UMBC,12-19
271,109.3,250,-10.85,98.4,258,65.5,177,SB,-.046,276,+3.83,70,107.0,260,103.4,187,271,-3.61,210,,Louisiana Lafayette,9-21
272,113.6,319,-10.94,102.7,192,69.0,57,Slnd,-.019,227,+9.88,15,104.5,158,104.1,171,272,-0.44,161,,Nicholls St.,8-22
273,108.7,245,-11.13,97.6,269,65.0,199,BSky,-.007,192,-0.78,167,107.3,272,103.6,179,273,-3.69,212,,Montana St.,11-19
274,106.1,194,-11.21,94.9,297,63.7,248,WCC,+.010,154,+0.06,152,104.9,169,105.3,129,274,+0.42,145,,Portland,9-23
275,106.9,215,-11.51,95.4,290,63.7,249,Slnd,-.049,286,+1.29,118,106.1,222,101.8,244,275,-4.35,234,,Central Arkansas,10-20
276,109.1,249,-11.80,97.3,272,63.3,264,SC,-.052,289,+8.97,23,104.8,163,105.1,135,276,+0.32,147,,Elon,7-23
277,104.8,166,-11.89,92.9,312,64.5,219,AE,-.061,302,-4.74,273,106.9,253,100.9,274,277,-6.04,273,,Stony Brook,9-20
278,111.4,297,-11.97,99.4,244,59.2,328,A10,+.032,98,-2.65,216,105.1,174,104.4,153,278,-0.73,166,,Richmond,8-22
279,105.6,183,-12.23,93.3,309,65.0,200,NEC,-.023,239,+2.71,89,107.5,280,102.0,239,279,-5.54,255,,St. Francis NY,9-22
280,109.5,258,-12.24,97.3,274,63.6,253,ASun,-.050,287,+13.01,6,105.4,185,102.5,215,280,-2.92,195,,Gardner Webb,9-21
281,110.1,274,-12.27,97.8,267,63.5,259,OVC,-.048,284,-6.21,302,108.5,317,100.0,305,281,-8.57,315,,Morehead St.,12-18
282,109.9,265,-12.31,97.6,270,64.5,215,OVC,+.015,149,+3.73,73,107.3,274,101.7,248,282,-5.65,261,,Tennessee St.,12-20
283,108.7,244,-12.60,96.1,285,70.9,24,MEAC,-.014,212,+1.45,113,109.3,332,97.4,325,283,-11.87,332,,North Carolina A&T,15-17
284,107.7,225,-12.61,95.1,293,66.8,121,SB,+.090,19,+0.71,138,107.9,304,103.6,181,284,-4.34,233,,FIU,12-17
285,104.4,158,-12.77,91.6,319,61.6,306,Pat,+.030,103,-4.53,266,104.9,170,100.0,303,285,-4.85,242,,Colgate,10-19
286,108.5,240,-12.92,95.6,286,64.5,213,MEAC,+.000,180,-0.35,160,109.1,331,97.6,324,286,-11.53,331,,South Carolina St.,13-17
287,110.4,283,-13.15,97.3,273,66.4,133,MEAC,-.036,267,-4.26,255,109.6,336,97.3,326,287,-12.27,333,,Morgan St.,13-18
288,111.4,295,-13.16,98.2,263,68.2,76,NEC,-.020,231,-4.86,278,108.7,322,100.6,287,288,-8.18,307,,Wagner,11-19
289,108.7,246,-13.60,95.1,291,69.6,44,BSth,-.064,305,-1.57,185,106.4,237,102.3,222,289,-4.14,223,,Radford,8-22
290,110.6,288,-13.67,97.0,277,60.1,321,AE,+.024,120,-3.58,242,106.2,223,101.2,261,290,-5.00,244,,New Hampshire,10-20
291,108.8,247,-13.74,95.1,292,74.8,3,BSky,+.029,106,+3.23,79,107.7,292,105.2,133,291,-2.55,188,,Sacramento St.,10-19
292,115.9,334,-13.74,102.2,200,63.0,279,CAA,+.020,129,-7.02,314,105.3,181,103.9,173,292,-1.46,177,,James Madison,7-23
293,108.2,233,-14.04,94.2,303,63.9,237,Ivy,+.026,115,-5.90,295,106.2,224,100.8,276,293,-5.35,253,,Dartmouth,9-18
294,111.8,303,-14.11,97.7,268,65.2,187,OVC,-.011,207,-2.49,213,108.9,327,101.3,259,294,-7.60,300,,Jacksonville St.,9-21
295,111.0,290,-14.22,96.8,280,63.5,260,CAA,-.059,300,-3.26,235,105.5,188,104.2,163,295,-1.29,174,,Delaware,5-26
296,113.7,321,-14.40,99.3,247,71.0,23,OVC,+.032,99,+1.26,120,107.6,286,101.0,269,296,-6.55,284,,Southeast Missouri St.,11-20
297,113.9,322,-15.30,98.6,253,68.0,81,A10,+.016,142,-5.61,291,106.3,229,104.1,169,297,-2.17,186,,St. Bonaventure,7-22
298,111.9,304,-15.30,96.6,281,71.9,15,ASun,+.042,74,-4.35,260,107.6,285,99.4,314,298,-8.21,308,,Mercer,13-17
299,109.9,266,-15.54,94.3,301,66.2,148,WAC,+.024,121,-0.96,171,103.0,109,105.5,123,299,+2.43,114,,Idaho,4-27
300,104.3,157,-15.54,88.7,327,64.1,234,SWAC,+.014,152,+13.56,4,105.8,206,96.5,327,300,-9.40,317,,Arkansas Pine Bluff,12-19
301,109.3,251,-15.69,93.6,307,65.1,192,MEAC,+.063,40,+15.97,1,106.4,236,100.4,293,301,-5.98,270,,Coppin St.,12-20
302,108.5,241,-15.71,92.8,313,63.6,255,CUSA,-.022,235,-0.28,157,102.4,98,104.2,165,302,+1.74,125,,East Carolina,6-24
303,110.5,284,-15.74,94.7,298,63.2,269,OVC,-.009,200,-3.40,237,108.4,316,100.6,289,303,-7.90,303,,Eastern Illinois,10-20
304,105.0,171,-15.77,89.2,325,66.4,137,SWAC,-.029,252,+6.13,37,106.6,241,96.4,328,304,-10.22,322,,Southern,10-21
305,114.3,325,-15.79,98.5,255,64.5,214,NEC,-.064,306,-4.47,264,109.3,333,101.0,268,305,-8.29,310,,St. Francis PA,8-21
306,109.7,263,-15.84,93.9,305,66.2,144,BW,-.057,297,-4.81,274,106.0,214,102.6,210,306,-3.35,204,,UC Riverside,7-24
307,112.1,307,-15.92,96.2,284,67.3,103,NEC,+.024,123,-4.74,272,108.7,320,100.4,295,307,-8.30,311,,LIU Brooklyn,10-19
308,113.6,320,-16.38,97.2,275,65.1,197,ASun,+.048,66,+2.74,87,106.1,218,100.2,297,308,-5.84,267,,Stetson,11-20
309,114.3,326,-16.42,97.9,266,75.0,2,Slnd,-.022,234,-4.66,268,107.3,269,101.5,250,309,-5.71,263,,Texas St.,9-20
310,115.4,333,-16.67,98.7,251,67.3,102,Pat,+.032,96,-1.19,177,103.4,119,100.6,286,310,-2.81,193,,Lafayette,9-21
311,111.7,302,-16.80,94.9,296,67.4,100,BSky,-.079,319,-1.58,186,107.2,266,103.1,196,311,-4.07,222,,Northern Colorado,4-24
312,111.3,294,-16.96,94.3,302,66.6,127,OVC,-.060,301,-1.75,192,107.9,305,100.7,281,312,-7.16,294,,Tennessee Martin,8-23
313,109.9,270,-17.19,92.7,314,63.9,241,MCon,-.064,304,-8.44,320,107.5,279,102.9,204,313,-4.60,236,,Western Illinois,7-23
314,106.1,195,-17.22,88.9,326,63.9,238,MAAC,-.091,323,-10.15,331,108.9,326,101.0,267,314,-7.85,302,,Saint Peter's,5-25
315,111.6,299,-17.66,93.9,304,67.3,104,SWAC,+.049,64,+12.60,7,106.3,233,93.3,336,315,-12.99,335,,Grambling St.,12-14
316,104.4,159,-17.66,86.7,331,63.3,267,Slnd,-.031,258,+1.22,122,106.5,240,102.9,201,316,-3.61,211,,UTSA,7-22
317,109.0,248,-17.83,91.1,321,63.9,239,SWAC,-.009,204,+4.68,53,106.9,255,95.6,332,317,-11.32,328,,Alabama St.,10-20
318,111.4,298,-18.08,93.3,310,69.1,53,ind,+.020,127,-3.50,241,106.0,215,103.2,192,318,-2.85,194,,UC Davis,5-23
319,112.8,313,-18.32,94.5,300,64.9,204,ind,-.035,263,-4.37,261,106.9,250,101.7,249,319,-5.20,250,,South Dakota St.,6-24
320,110.1,273,-18.65,91.4,320,69.2,50,ind,+.026,114,-2.67,217,105.9,211,100.9,273,320,-5.02,246,,Longwood,9-22
321,108.4,235,-18.84,89.5,324,69.3,49,SWAC,+.090,18,+11.59,11,107.0,261,95.6,333,321,-11.39,329,,Texas Southern,14-17
322,116.2,335,-19.14,97.1,276,66.4,135,MEAC,+.065,37,+5.19,48,107.9,301,97.8,320,322,-10.08,320,,Norfolk St.,11-19
323,107.1,217,-19.41,87.7,329,65.8,170,MAAC,-.042,271,+1.96,101,106.7,244,102.9,202,323,-3.74,214,,Iona,2-28
324,115.1,331,-19.49,95.6,287,64.1,235,BSth,-.009,199,-0.53,162,105.8,204,102.6,211,324,-3.23,200,,Charleston Southern,8-22
325,112.6,312,-20.18,92.4,317,59.7,325,SC,+.034,90,+11.73,9,103.9,141,104.9,137,325,+0.93,137,,The Citadel,7-23
326,108.4,234,-20.39,88.0,328,64.1,233,ind,+.101,10,-3.50,240,105.5,189,100.4,291,326,-5.05,247,,Savannah St.,12-18
327,114.6,329,-21.35,93.2,311,66.3,141,SB,-.042,272,-6.49,303,108.7,321,102.1,228,327,-6.59,285,,Denver,4-25
328,113.4,318,-21.49,91.9,318,69.4,48,SWAC,+.067,32,-1.81,197,107.9,302,95.0,334,328,-12.86,334,,Alcorn St.,11-19
329,111.7,301,-21.59,90.1,323,68.0,80,ind,-.032,261,+2.73,88,101.8,78,104.8,142,329,+3.01,104,,Winston Salem St.,5-24
330,116.8,336,-22.07,94.7,299,64.4,223,MEAC,+.054,52,-5.56,290,109.0,329,97.6,323,330,-11.40,330,,Howard,9-22
331,106.9,212,-22.96,83.9,334,70.8,26,SWAC,-.041,269,+2.89,85,107.8,299,94.4,335,331,-13.39,336,,Alabama A&M,10-20
332,107.9,229,-23.69,84.2,333,69.6,41,SWAC,+.004,168,+7.88,28,106.0,217,96.2,329,332,-9.88,319,,Prairie View A&M,8-22
333,107.8,226,-24.79,83.0,335,59.9,323,MEAC,+.034,89,+1.17,125,109.1,330,97.7,321,333,-11.31,327,,Bethune Cookman,9-21
334,110.4,282,-25.11,85.3,332,65.3,184,ind,+.027,113,-6.55,305,108.0,311,100.7,282,334,-7.30,298,,NJIT,5-24
335,108.6,242,-26.02,82.6,336,62.9,285,ASun,-.100,328,-2.73,219,108.0,308,100.7,279,335,-7.22,297,,North Florida,3-26
336,114.0,323,-27.18,86.8,330,67.5,99,MEAC,-.094,326,+0.61,142,108.8,323,98.1,319,336,-10.76,324,,Maryland Eastern Shore,4-27
