,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
186,106.0,238,-2.13,103.9,148,68.0,66,NEC,-.058,309,-3.69,249,106.9,331,98.4,306,186,-8.56,319,,Sacred Heart,17-14
187,104.4,205,-2.17,102.2,183,63.0,265,A10,-.066,314,-3.17,236,102.6,151,104.0,121,187,+1.40,124,,George Washington,10-18
188,100.8,130,-2.22,98.6,240,70.1,22,A10,+.034,78,-7.34,313,103.1,170,102.1,202,188,-1.04,179,,St. Bonaventure,15-15
189,104.3,202,-2.26,102.0,188,68.9,45,Slnd,+.056,40,-4.67,271,104.0,203,101.0,241,189,-2.94,218,,UTSA,19-13
190,100.6,124,-2.36,98.2,245,62.8,273,AE,-.069,318,-9.94,338,105.6,278,97.7,316,190,-7.87,313,,Stony Brook,16-14
191,100.0,109,-2.42,97.6,254,65.4,167,MAAC,+.016,125,-7.27,311,103.3,177,99.2,285,191,-4.01,250,,Manhattan,16-14
192,104.2,197,-2.64,101.6,196,66.2,133,WAC,+.014,133,-1.59,197,102.9,164,103.5,141,192,+0.61,143,,San Jose St.,13-17
193,105.4,225,-2.64,102.7,167,62.6,281,BSky,-.027,242,+11.13,11,103.2,174,104.7,98,193,+1.48,121,,Idaho St.,13-19
194,105.3,223,-2.72,102.6,173,61.7,307,SC,+.042,65,-4.10,254,107.2,337,100.4,260,194,-6.82,304,,The Citadel,20-13
195,98.7,85,-2.73,96.0,277,63.8,236,MAAC,-.065,311,+0.03,156,102.3,142,101.1,235,195,-1.20,182,,Iona,12-19
196,108.0,274,-2.79,105.2,126,65.1,175,BSth,+.069,24,+3.14,86,105.4,267,100.0,271,196,-5.43,278,,Liberty,23-12
197,102.3,159,-2.83,99.4,230,62.2,296,MVC,-.043,281,-2.60,223,102.1,132,103.7,133,197,+1.60,119,,Missouri St.,11-20
198,98.3,76,-2.95,95.4,283,68.1,64,SEC,-.005,177,-5.86,297,100.2,64,105.0,92,198,+4.82,75,,Georgia,12-20
199,103.5,181,-2.97,100.5,216,65.1,180,Slnd,-.112,343,+5.95,40,102.1,134,100.9,245,199,-1.22,184,,Southeastern Louisiana,13-17
200,103.6,184,-2.97,100.7,214,63.6,249,SWAC,+.025,104,+9.21,20,107.2,333,95.4,339,200,-11.71,340,16,Alabama St.,22-10
201,108.8,287,-3.24,105.6,121,67.2,90,BW,+.017,121,+0.94,129,104.0,205,102.9,168,201,-1.14,181,,Cal St. Fullerton,15-17
202,106.7,253,-3.34,103.3,155,66.5,118,BSky,-.075,325,-0.38,168,105.3,258,102.4,189,202,-2.86,215,,Northern Colorado,14-18
203,105.9,237,-3.36,102.6,172,63.3,261,MVC,+.007,149,-0.54,177,101.1,89,103.8,128,203,+2.67,103,,Indiana St.,11-21
204,106.2,243,-3.50,102.7,168,56.1,344,SB,-.034,269,-2.26,214,106.2,309,101.1,238,204,-5.11,272,,Denver,15-16
205,105.1,218,-3.52,101.6,199,63.6,247,CUSA,-.069,317,-3.41,242,101.2,94,104.4,104,205,+3.24,95,,SMU,9-21
206,105.8,233,-3.72,102.0,190,64.6,205,BE,-.016,215,-2.32,217,99.0,35,108.4,22,206,+9.38,32,,DePaul,9-24
207,103.5,182,-3.78,99.7,227,66.5,115,WAC,-.043,279,-3.00,230,103.8,199,103.7,134,207,-0.15,166,,Fresno St.,13-21
208,106.3,245,-3.89,102.4,178,73.9,4,Slnd,-.078,328,-3.55,247,104.4,224,101.3,230,208,-3.07,222,,Texas St.,14-16
209,103.0,174,-3.92,99.1,231,65.4,164,B10,-.030,253,+4.29,63,97.6,7,109.1,9,209,+11.49,3,,Indiana,6-25
210,104.4,204,-3.96,100.4,220,66.4,120,Slnd,+.032,85,+5.62,47,102.6,150,102.5,184,210,-0.08,162,,Lamar,15-15
211,106.6,251,-3.98,102.7,170,67.0,99,CAA,-.011,196,-4.68,272,102.2,137,100.3,265,211,-1.93,203,,Delaware,13-19
212,108.9,289,-4.00,104.9,135,64.6,207,Sum,-.043,280,+2.66,94,104.1,209,104.1,119,212,-0.01,160,,South Dakota St.,13-20
213,108.4,283,-4.04,104.3,142,69.5,33,SC,+.041,69,+12.40,7,105.5,270,102.1,200,213,-3.37,235,16,Chattanooga,18-17
214,101.3,138,-4.17,97.2,265,63.9,232,WAC,-.030,252,-9.88,336,105.5,273,101.9,211,214,-3.56,242,,Hawaii,13-17
215,114.6,339,-4.19,110.4,61,64.7,199,CUSA,-.020,229,+0.06,154,101.9,124,104.1,117,215,+2.18,113,,East Carolina,13-17
216,106.8,257,-4.29,102.5,177,65.3,170,Sum,+.024,108,+7.31,28,103.4,182,104.1,116,216,+0.72,141,,IPFW,13-17
217,108.5,284,-4.39,104.1,145,62.7,278,BW,-.005,179,-0.42,172,104.2,219,102.5,182,217,-1.69,195,,UC Irvine,12-19
218,109.6,295,-4.40,105.2,127,67.4,82,ASun,+.062,32,+7.40,27,103.3,179,100.9,248,218,-2.47,208,,Mercer,17-15
219,102.2,156,-4.68,97.5,258,59.9,328,BW,+.096,6,-4.69,274,105.6,281,102.3,193,219,-3.28,232,,UC Riverside,17-13
220,110.0,300,-4.81,105.2,125,69.4,35,BW,-.056,304,-5.62,293,104.8,240,101.3,231,220,-3.53,241,,UC Davis,13-19
221,107.8,272,-5.05,102.8,166,65.6,156,MAAC,+.007,147,+3.71,73,101.6,113,101.7,214,221,+0.08,157,,Loyola MD,12-20
222,111.4,317,-5.14,106.3,109,61.9,302,SC,+.060,35,+3.50,75,105.9,299,101.0,240,222,-4.90,266,,Wofford,16-14
223,106.7,256,-5.19,101.5,201,65.7,153,Horz,+.023,110,-0.86,180,101.1,90,102.3,195,223,+1.16,129,,Youngstown St.,11-19
224,103.9,190,-5.20,98.7,234,68.7,50,Pat,+.042,66,-7.18,307,105.6,279,96.5,330,224,-9.11,322,,Navy,19-11
225,101.1,134,-5.23,95.9,279,64.3,215,SB,-.069,316,-0.01,158,105.5,269,102.0,207,225,-3.42,237,,Arkansas St.,13-17
226,105.0,215,-5.27,99.7,228,63.2,263,Horz,-.074,323,+5.71,45,100.0,59,103.8,127,226,+3.85,87,,Valparaiso,9-22
227,107.5,266,-5.39,102.1,186,62.7,276,Sum,-.048,287,+3.44,80,104.4,225,104.5,103,227,+0.06,159,,Southern Utah,11-20
228,104.3,201,-5.60,98.7,236,60.1,325,CAA,-.031,254,-0.79,179,102.0,129,102.0,210,228,-0.08,163,,Georgia St.,12-20
229,105.6,228,-5.69,99.9,225,63.8,238,Horz,+.046,57,-6.04,300,102.1,133,101.6,218,229,-0.50,171,,Loyola Chicago,14-18
230,104.3,203,-5.70,98.6,237,57.8,339,MWC,-.090,332,-12.06,342,102.6,155,104.9,94,230,+2.30,111,,Air Force,10-21
231,100.0,110,-5.88,94.1,295,64.8,195,Slnd,-.088,331,-1.13,187,104.1,214,100.7,250,231,-3.45,238,,McNeese St.,11-18
232,107.5,267,-5.90,101.6,200,68.5,54,BSth,-.050,295,+10.36,14,104.8,238,101.4,223,232,-3.32,234,,Gardner Webb,13-17
233,112.0,321,-6.02,106.0,112,74.2,3,ind,+.015,127,-2.74,224,107.2,334,96.7,328,233,-10.50,334,,Chicago St.,19-13
234,102.5,166,-6.08,96.5,271,60.9,315,CAA,-.094,334,-5.49,291,103.8,196,102.0,206,234,-1.72,197,,William & Mary,10-20
235,106.5,249,-6.10,100.4,219,63.5,258,CUSA,+.010,144,+1.80,111,102.5,143,105.6,71,235,+3.12,97,,Rice,10-22
236,107.0,260,-6.11,100.9,211,64.8,194,BSky,+.058,39,+3.27,82,104.1,212,103.4,143,236,-0.69,175,,Montana St.,15-17
237,100.0,111,-6.13,93.9,300,66.5,117,MAAC,-.018,224,-0.32,166,102.2,138,101.6,219,237,-0.64,174,,Canisius,11-20
238,104.4,207,-6.35,98.1,246,71.4,13,OVC,-.078,329,-1.05,186,106.4,313,103.0,161,238,-3.40,236,,Tennessee Tech,12-18
239,108.3,281,-6.47,101.8,195,62.2,297,BSky,-.132,344,+9.85,16,104.0,206,104.3,106,239,+0.28,151,,Northern Arizona,8-19
240,101.7,144,-6.50,95.2,286,60.6,320,MAC,+.026,101,-2.20,211,103.5,187,99.0,289,240,-4.45,257,,Ball St.,14-17
241,107.3,262,-6.58,100.7,212,67.7,73,SC,+.051,53,+5.69,46,106.8,328,101.9,213,241,-4.92,268,,Western Carolina,16-15
242,102.6,169,-6.61,96.0,276,68.7,49,ASun,-.053,300,-5.18,284,106.9,330,101.0,242,242,-5.94,288,,Campbell,14-16
243,107.4,263,-6.74,100.6,215,67.4,83,NEC,-.035,271,-8.17,322,107.2,335,96.3,332,243,-10.91,337,,LIU Brooklyn,16-14
244,111.0,312,-6.93,104.1,146,64.6,208,WCC,+.033,81,+3.72,72,101.5,108,103.4,145,244,+1.88,114,,San Francisco,11-19
245,102.2,158,-6.95,95.3,285,65.4,161,Ivy,-.015,209,-0.95,185,104.5,227,98.7,295,245,-5.77,284,,Yale,13-15
246,104.3,199,-6.99,97.3,261,64.3,217,AE,+.046,59,-3.46,244,105.2,254,100.3,266,246,-4.91,267,,Albany,15-16
247,105.2,222,-7.10,98.1,247,67.8,69,SWAC,+.059,38,+13.97,3,106.1,305,97.6,320,247,-8.50,318,,Jackson St.,18-15
248,105.6,229,-7.26,98.3,244,63.6,252,MAC,-.087,330,-1.37,192,102.8,163,98.9,292,248,-3.95,249,,Western Michigan,10-21
249,103.2,177,-7.30,95.9,281,66.0,138,Sum,-.048,291,+6.48,37,104.1,210,105.5,72,249,+1.41,123,,Centenary,8-23
250,108.8,286,-7.34,101.4,206,57.8,338,SC,+.017,122,+3.13,87,106.8,326,101.1,237,250,-5.67,283,,Samford,16-16
251,102.1,155,-7.65,94.5,291,66.8,104,MAAC,-.056,306,-2.39,219,101.9,125,100.5,258,251,-1.38,186,,Marist,10-23
252,106.7,255,-7.71,99.0,233,62.5,283,MAC,-.024,237,-2.04,208,103.5,189,98.5,300,252,-5.01,270,,Central Michigan,12-19
253,105.4,226,-7.74,97.7,251,63.6,251,BSky,+.051,51,+5.81,43,104.1,211,103.6,139,253,-0.57,172,,Eastern Washington,12-18
254,110.1,302,-7.76,102.4,180,65.1,177,Ivy,+.041,68,-2.98,229,104.4,226,98.0,311,254,-6.38,296,,Harvard,14-14
255,101.6,142,-7.84,93.7,301,60.4,323,BSth,+.044,61,+9.42,18,104.2,218,101.6,216,255,-2.58,212,,Presbyterian,12-17
256,108.3,280,-7.87,100.4,217,64.3,219,OVC,-.033,265,+3.07,88,106.0,304,103.4,146,256,-2.65,214,,Jacksonville St.,11-17
257,104.0,193,-7.87,96.2,273,67.2,92,ASun,+.015,130,+14.92,2,103.4,183,100.8,249,257,-2.56,211,,Stetson,13-17
258,109.2,293,-7.99,101.2,209,65.7,154,CAA,+.030,92,-1.23,188,101.3,99,101.3,233,258,-0.01,161,,Towson,12-22
259,105.4,224,-8.03,97.3,260,66.0,142,SB,-.046,284,+4.41,60,104.5,230,102.2,196,259,-2.30,206,,Louisiana Lafayette,10-20
260,109.6,296,-8.10,101.5,203,69.7,26,SC,-.005,175,+2.23,104,106.4,312,101.1,239,260,-5.31,277,,Appalachian St.,13-18
261,105.6,230,-8.46,97.2,264,62.1,300,AE,+.043,62,-5.08,283,105.1,251,99.9,274,261,-5.14,274,,New Hampshire,14-16
262,110.5,306,-8.56,101.9,191,63.6,248,AE,+.092,9,-0.89,183,103.8,200,100.6,253,262,-3.24,230,,UMBC,15-17
263,110.7,309,-8.64,102.1,185,67.7,71,BSth,+.065,30,+13.06,5,104.6,233,101.1,236,263,-3.50,239,,UNC Asheville,15-16
264,104.3,198,-8.72,95.5,282,57.6,342,Ivy,-.034,268,-8.95,329,105.9,297,96.7,327,264,-9.17,323,,Princeton,13-14
265,102.8,171,-8.84,93.9,298,66.0,141,Pat,-.016,214,-11.69,341,105.3,262,94.9,342,265,-10.40,332,,Lehigh,15-14
266,106.1,240,-8.84,97.3,262,64.2,221,SB,+.049,55,+3.95,69,104.7,237,103.3,149,266,-1.44,188,,FIU,13-20
267,107.6,268,-9.12,98.4,242,64.5,214,MEAC,+.005,151,+13.05,6,103.1,171,98.2,308,267,-4.90,265,,Coppin St.,13-19
268,106.8,258,-9.29,97.5,257,61.6,308,OVC,-.010,191,-2.55,221,106.8,327,102.9,167,268,-3.90,247,,Eastern Illinois,12-18
269,107.1,261,-9.52,97.6,252,65.1,179,BW,-.100,337,-5.44,288,105.7,288,102.7,177,269,-3.07,223,,Cal Poly,7-21
270,101.0,132,-9.54,91.4,319,63.9,233,Horz,-.004,171,+1.60,116,101.0,85,103.9,125,270,+2.95,100,,Detroit,7-23
271,103.2,176,-9.56,93.6,303,62.6,279,MAAC,+.024,109,-8.82,328,103.4,185,99.7,278,271,-3.67,243,,Saint Peter's,11-19
272,109.8,299,-9.69,100.1,221,64.8,193,ind,+.011,141,-0.86,182,104.1,208,103.1,157,272,-1.00,176,,Cal St. Bakersfield,8-21
273,105.8,235,-9.70,96.1,274,67.2,88,Ivy,-.032,258,+0.34,146,104.1,215,99.1,288,273,-5.05,271,,Penn,10-18
274,111.4,316,-9.86,101.6,198,68.6,53,OVC,+.059,37,-0.39,169,105.1,252,102.1,203,274,-3.04,220,,Tennessee St.,12-18
275,96.3,55,-9.99,86.3,339,63.5,257,MEAC,+.029,94,-1.64,199,105.7,289,97.0,325,275,-8.77,320,,Hampton,16-16
276,106.6,250,-10.24,96.4,272,68.5,56,MEAC,-.014,207,-4.07,252,105.8,294,93.9,343,276,-11.92,341,,South Carolina St.,17-14
277,108.0,276,-10.42,97.6,255,66.5,119,NEC,+.056,42,-13.35,344,107.1,332,95.9,338,277,-11.18,338,,Wagner,16-14
278,102.6,168,-10.61,92.0,315,61.7,306,BSth,+.033,80,+7.54,26,105.5,275,102.4,187,278,-3.11,225,,Winthrop,11-19
279,108.0,278,-10.81,97.2,263,64.6,206,NEC,+.027,99,-9.86,335,107.9,342,98.1,310,279,-9.85,329,,Quinnipiac,15-16
280,101.7,146,-10.85,90.9,326,64.2,225,Ivy,-.024,238,-9.33,330,106.5,318,97.3,323,280,-9.19,324,,Columbia,12-16
281,110.4,304,-10.90,99.4,229,65.5,157,Sum,-.003,168,+2.12,106,104.2,217,104.0,120,281,-0.14,164,,UMKC,7-24
282,103.1,175,-11.32,91.8,317,65.4,163,SB,+.068,26,-4.56,268,105.7,287,101.4,225,282,-4.30,256,,New Orleans,11-19
283,104.8,211,-11.44,93.4,306,62.6,282,ASun,-.029,249,+7.64,25,104.1,213,102.1,201,283,-2.03,205,,USC Upstate,9-21
284,107.6,269,-11.55,96.1,275,66.2,132,BSth,-.049,293,-1.58,194,106.0,300,100.2,268,284,-5.77,285,,Coastal Carolina,11-20
285,113.1,332,-11.58,101.5,204,64.1,227,SB,-.075,324,+2.45,99,103.7,193,102.7,176,285,-1.00,177,,Florida Atlantic,6-26
286,106.1,241,-11.72,94.4,292,67.0,100,SWAC,+.013,137,+10.94,12,107.3,338,97.4,322,286,-9.82,328,,Prairie View A&M,17-16
287,101.3,136,-11.76,89.5,333,59.8,329,MEAC,+.012,138,-2.18,210,106.6,322,96.1,333,287,-10.45,333,,Bethune Cookman,17-16
288,109.7,297,-11.95,97.7,250,63.6,250,NEC,+.033,83,-3.03,232,107.2,336,99.5,282,288,-7.70,312,,Central Connecticut,13-17
289,106.9,259,-12.27,94.6,290,68.9,46,MAC,-.049,294,-7.50,315,105.1,250,99.0,290,289,-6.05,291,,Northern Illinois,10-20
290,100.7,128,-12.46,88.3,337,62.8,270,Pat,-.033,264,-9.41,331,106.0,303,97.2,324,290,-8.81,321,,Army,11-19
291,107.4,265,-12.50,94.9,289,63.9,229,SC,+.027,97,+6.18,38,106.7,324,103.0,160,291,-3.70,244,,Elon,11-20
292,110.1,301,-12.94,97.1,266,67.3,85,SB,+.056,43,+0.72,135,103.0,167,100.5,257,292,-2.54,210,,Louisiana Monroe,10-20
293,106.4,248,-13.02,93.4,305,67.3,87,Pat,-.029,248,+0.09,152,103.2,172,99.1,287,293,-4.02,251,,Bucknell,7-23
294,105.7,232,-13.04,92.7,310,66.5,113,WCC,+.040,71,+3.17,85,101.9,127,104.2,107,294,+2.36,108,,Pepperdine,9-23
295,105.5,227,-13.17,92.3,312,69.2,38,ASun,+.026,103,-0.28,164,105.2,257,100.5,259,295,-4.75,264,,Florida Gulf Coast,11-20
296,110.8,311,-13.17,97.6,253,64.3,218,AE,-.022,233,-4.12,255,104.9,245,99.8,277,296,-5.11,273,,Maine,9-21
297,110.6,308,-13.20,97.4,259,58.5,336,Sum,+.021,115,-7.29,312,105.7,290,102.5,183,297,-3.24,228,,Western Illinois,9-20
298,105.9,236,-13.31,92.6,311,64.9,188,MAC,+.010,142,+5.74,44,101.7,118,102.1,205,298,+0.34,149,,Toledo,7-25
299,105.0,214,-13.45,91.5,318,69.7,27,MEAC,+.054,46,+0.71,136,105.6,282,96.1,335,299,-9.55,325,,North Carolina A&T,16-16
300,104.9,213,-13.72,91.2,323,69.5,34,ind,+.028,95,+4.45,59,101.4,105,105.9,67,300,+4.45,81,,SIU Edwardsville,3-12
301,109.7,298,-13.74,96.0,278,66.2,131,NEC,+.021,114,-1.83,204,105.5,272,98.7,294,301,-6.75,301,,St. Francis NY,10-20
302,101.7,145,-13.77,88.0,338,69.7,30,SWAC,+.082,17,+15.60,1,105.4,265,98.5,299,302,-6.85,305,,Arkansas Pine Bluff,13-18
303,109.1,292,-13.78,95.3,284,64.2,222,Ivy,-.015,211,-2.29,215,104.6,231,98.7,296,303,-5.86,286,,Brown,9-19
304,111.4,315,-13.91,97.5,256,70.0,24,MEAC,+.012,139,-4.47,267,105.9,296,95.2,340,304,-10.67,336,,Norfolk St.,14-18
305,113.7,335,-14.59,99.1,232,70.6,17,CAA,+.030,91,-0.08,159,102.6,153,103.2,150,305,+0.63,142,,UNC Wilmington,7-25
306,105.7,231,-14.72,91.0,324,63.5,253,BSth,-.027,243,-2.21,212,106.5,316,100.6,254,306,-5.92,287,,High Point,9-21
307,112.7,327,-14.75,98.0,248,68.9,48,SC,-.016,216,+9.54,17,106.1,307,103.1,156,307,-3.06,221,,Georgia Southern,8-22
308,105.1,221,-14.97,90.2,329,61.2,313,MAC,+.001,161,+3.45,79,102.3,141,100.6,252,308,-1.70,196,,Eastern Michigan,8-24
309,105.8,234,-15.10,90.7,328,60.9,316,Pat,+.006,150,-7.13,306,105.2,253,98.0,312,309,-7.14,308,,Colgate,10-20
310,112.1,322,-15.63,96.5,270,65.0,183,BSth,-.005,176,+1.08,125,105.5,274,100.1,270,310,-5.47,280,,Charleston Southern,9-20
311,112.4,326,-15.67,96.8,269,73.8,5,ind,+.089,13,-5.99,299,107.6,340,95.2,341,311,-12.40,344,,Longwood,17-14
312,101.8,148,-15.76,86.0,340,63.4,260,ind,+.122,4,-0.90,184,105.8,293,99.7,280,312,-6.14,293,,Savannah St.,15-14
313,108.0,279,-15.94,92.1,314,63.4,259,AE,-.019,227,+1.31,122,104.2,216,101.5,220,313,-2.62,213,,Hartford,7-26
314,108.8,288,-16.08,92.8,309,64.5,212,Ivy,+.022,113,-7.42,314,105.4,266,97.5,321,314,-7.93,315,,Dartmouth,9-19
315,108.0,275,-16.18,91.8,316,74.8,2,Slnd,+.062,33,-2.17,209,103.6,190,100.6,251,315,-2.93,217,,Northwestern St.,11-20
316,113.6,333,-16.53,97.1,267,58.2,337,MEAC,-.056,307,+11.78,8,103.1,169,98.4,304,316,-4.66,262,,Delaware St.,8-24
317,112.2,323,-17.09,95.1,287,68.4,57,Pat,+.032,84,-6.17,301,104.2,220,97.6,318,317,-6.61,299,,Lafayette,8-22
318,111.4,314,-17.11,94.3,294,64.6,202,Slnd,+.027,98,-1.63,198,103.2,176,100.4,261,318,-2.87,216,,Central Arkansas,10-19
319,114.1,336,-18.16,95.9,280,70.3,20,ind,-.051,297,+3.77,71,103.0,168,103.5,140,319,+0.44,147,,Houston Baptist,5-25
320,111.9,320,-18.64,93.2,307,66.8,105,SWAC,-.031,255,+11.48,10,105.5,276,98.8,293,320,-6.75,302,,Texas Southern,7-25
321,111.9,319,-18.68,93.2,308,66.7,108,A10,-.014,205,-5.05,282,101.6,112,103.4,147,321,+1.76,117,,Fordham,3-25
322,112.3,325,-18.68,93.7,302,62.6,280,ind,+.001,160,+2.99,90,106.1,306,97.7,315,322,-8.35,316,,Texas Pan American,10-17
323,107.9,273,-18.69,89.2,335,64.2,224,WCC,+.005,152,+2.45,98,102.2,135,104.6,99,323,+2.45,106,,Loyola Marymount,3-28
324,112.3,324,-18.85,93.5,304,64.9,189,SC,-.028,246,+4.24,66,106.0,301,102.7,174,324,-3.24,229,,UNC Greensboro,5-25
325,112.9,328,-18.88,94.0,297,66.3,124,SWAC,-.048,292,+11.74,9,105.0,248,98.6,298,325,-6.40,298,,Mississippi Valley St.,7-25
326,113.0,330,-19.10,93.9,299,64.0,228,NEC,-.006,182,-5.01,280,106.4,314,98.5,301,326,-7.88,314,,Monmouth,8-23
327,110.5,305,-19.21,91.3,321,63.8,237,SC,-.026,240,+4.26,64,106.7,323,102.8,171,327,-3.91,248,,Furman,6-24
328,113.7,334,-19.29,94.4,293,62.3,292,NEC,-.016,213,+1.09,124,105.8,292,99.7,279,328,-6.05,290,,St. Francis PA,6-23
329,110.8,310,-19.82,90.9,325,65.4,166,MEAC,+.000,165,-1.59,196,105.4,263,96.9,326,329,-8.45,317,,Howard,8-23
330,110.5,307,-19.87,90.7,327,66.2,134,MEAC,+.083,15,+5.00,52,104.6,234,97.9,314,330,-6.76,303,,Florida A&M,10-21
331,111.2,313,-19.91,91.2,322,64.8,197,SWAC,-.039,275,-0.10,160,107.5,339,96.0,337,331,-11.51,339,,Southern,8-23
332,109.4,294,-20.03,89.3,334,62.1,298,ASun,+.015,131,-0.46,174,104.8,239,100.5,256,332,-4.27,255,,North Florida,8-22
333,114.6,340,-20.61,94.0,296,61.0,314,ind,+.027,96,-4.14,256,104.5,228,98.5,303,333,-6.04,289,,Bryant,8-21
334,106.7,252,-20.67,86.0,341,70.2,21,SWAC,-.012,200,+9.37,19,108.3,343,96.1,334,334,-12.18,342,,Alabama A&M,8-19
335,112.9,329,-21.55,91.4,320,67.8,68,NEC,+.041,70,+2.32,102,106.1,308,99.9,275,335,-6.23,294,,Fairleigh Dickinson,7-23
336,116.8,341,-21.81,95.0,288,69.7,28,OVC,-.017,218,-1.74,203,105.9,295,102.8,170,336,-3.10,224,,Southeast Missouri St.,3-27
337,113.0,331,-23.44,89.6,331,61.6,311,ASun,+.007,148,-12.22,343,105.5,277,98.3,307,337,-7.19,309,,Kennesaw St.,7-22
338,107.8,270,-23.92,83.9,343,67.3,86,ind,+.011,140,-8.08,318,105.7,284,96.0,336,338,-9.64,326,,Winston Salem St.,8-22
339,114.5,337,-24.88,89.6,332,63.6,245,BSky,+.017,123,+0.09,153,104.8,241,103.1,152,339,-1.65,194,,Sacramento St.,2-27
340,118.5,344,-26.40,92.1,313,72.4,9,SWAC,-.050,296,+2.94,92,106.7,325,96.5,331,340,-10.26,331,,Alcorn St.,6-25
341,116.9,343,-27.10,89.8,330,61.8,303,SWAC,-.015,210,+4.77,56,106.6,320,96.6,329,341,-10.00,330,,Grambling St.,6-23
342,116.9,342,-27.77,89.2,336,63.5,256,MEAC,+.060,34,-9.51,332,105.9,298,93.7,344,342,-12.24,343,,Maryland Eastern Shore,7-23
343,114.5,338,-28.86,85.6,342,69.0,43,ind,-.015,212,+5.90,41,104.5,229,100.0,273,343,-4.55,261,,North Carolina Central,4-27
344,106.7,254,-35.20,71.5,344,64.6,200,ind,-.028,247,-7.98,317,108.3,344,97.6,319,344,-10.64,335,,NJIT,1-30
