,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
111,101.2,135,+4.91,106.1,111,57.4,343,P10,+.068,27,-6.43,304,99.2,41,108.3,26,111,+9.11,34,,Oregon St.,18-18
112,100.6,125,+4.70,105.3,123,60.7,319,Pat,+.093,8,+0.55,141,104.0,204,97.6,317,112,-6.34,295,14,American,24-8
113,97.9,71,+4.60,102.5,176,63.7,239,B12,-.017,221,-8.10,319,100.8,79,106.3,58,113,+5.50,67,,Iowa St.,15-17
114,102.4,163,+4.43,106.8,103,63.9,234,A10,-.034,266,-1.47,193,102.6,154,103.7,132,114,+1.08,133,,Richmond,20-16
115,102.4,164,+4.25,106.6,106,69.1,39,ASun,-.047,286,+2.46,97,105.2,255,101.3,228,115,-3.83,246,,Belmont,20-13
116,99.0,89,+4.20,103.2,159,67.0,101,BSky,+.078,20,+4.01,68,105.0,247,103.1,155,116,-1.93,202,8,Weber St.,21-10
117,104.3,200,+4.20,108.5,86,68.3,61,OVC,+.013,135,-4.28,260,106.4,311,101.2,234,117,-5.21,275,,Tennessee Martin,22-10
118,105.1,219,+4.04,109.2,77,64.8,191,BSky,+.025,105,-0.00,157,104.8,242,101.5,221,118,-3.32,233,13,Portland St.,23-10
119,98.6,82,+3.96,102.6,174,64.6,201,MAC,+.036,77,+1.97,109,101.4,106,101.5,222,119,+0.07,158,,Buffalo,21-12
120,101.0,133,+3.95,104.9,134,64.7,198,MVC,+.046,60,-0.67,178,102.8,161,104.2,108,120,+1.45,122,,Bradley,21-15
121,98.8,86,+3.88,102.7,169,65.4,165,BE,+.001,163,-9.60,333,99.8,54,106.3,59,121,+6.51,55,,St. John's,16-18
122,104.4,206,+3.87,108.2,88,66.2,129,ASun,-.071,319,+4.84,54,103.7,195,100.5,255,122,-3.19,227,8,Jacksonville,18-14
123,103.7,187,+3.64,107.3,95,66.1,137,Slnd,-.065,312,+4.34,61,103.5,188,102.3,194,123,-1.21,183,,Sam Houston St.,18-12
124,99.7,103,+3.47,103.2,157,66.1,135,MAC,-.031,257,+0.13,150,101.9,126,100.9,247,124,-1.00,178,,Kent St.,19-15
125,106.0,239,+3.31,109.4,73,69.1,40,WAC,-.020,231,+0.17,149,102.7,158,103.6,136,125,+0.85,139,,New Mexico St.,17-15
126,100.3,117,+3.23,103.5,152,62.8,272,MWC,-.019,226,-0.40,170,100.1,63,105.5,75,126,+5.35,68,,TCU,14-17
127,101.9,149,+3.20,105.1,128,68.6,52,SEC,-.040,276,-7.75,316,101.2,96,105.1,91,127,+3.85,86,,Arkansas,14-16
128,99.6,98,+3.10,102.7,171,66.5,116,MVC,+.016,126,-4.22,259,102.2,136,103.6,137,128,+1.36,125,,Evansville,17-14
129,102.6,167,+3.01,105.6,120,65.1,178,Horz,-.022,232,+0.23,147,101.3,98,102.6,179,129,+1.33,126,,Illinois Chicago,16-15
130,104.0,192,+2.98,107.0,99,69.5,32,MWC,+.094,7,-8.43,324,101.5,110,105.2,83,130,+3.71,89,,Wyoming,19-14
131,100.3,118,+2.76,103.1,160,62.4,291,OVC,-.028,245,+5.35,49,106.0,302,103.0,165,131,-3.03,219,,Murray St.,19-12
132,95.9,50,+2.65,98.6,239,63.0,267,CAA,-.002,167,+3.49,77,102.5,146,102.4,190,132,-0.14,165,,Drexel,15-14
133,103.3,180,+2.42,105.8,118,65.9,146,CAA,+.027,100,-4.69,273,103.4,186,101.6,217,133,-1.83,199,,James Madison,21-15
134,100.4,120,+2.39,102.8,164,62.3,293,MVC,-.004,172,-0.36,167,101.8,122,104.2,112,134,+2.35,109,,Wichita St.,17-17
135,103.6,183,+2.32,105.9,114,65.9,143,CUSA,+.022,112,-3.01,231,103.4,184,104.5,102,135,+1.06,134,,UCF,17-14
136,99.2,92,+2.30,101.5,202,60.9,317,BE,-.056,305,+3.04,89,97.4,4,107.7,35,136,+10.30,14,,South Florida,9-22
137,99.3,94,+2.25,101.6,197,63.7,241,WCC,-.051,298,+0.99,128,102.7,156,103.8,130,137,+1.10,130,,Santa Clara,16-17
138,102.9,172,+2.22,105.1,130,68.4,59,A10,-.039,274,+4.34,62,100.9,80,105.7,69,138,+4.83,74,,Massachusetts,12-18
139,107.4,264,+2.05,109.4,69,69.0,44,Slnd,-.105,339,+2.24,103,103.6,191,102.0,208,139,-1.58,191,,UT Arlington,16-14
140,102.0,151,+1.84,103.9,149,65.5,158,A10,-.095,335,+1.63,114,101.5,107,105.1,90,140,+3.64,90,,Charlotte,11-20
141,100.6,123,+1.80,102.4,179,62.9,269,MVC,-.032,263,-4.76,276,102.7,159,103.3,148,141,+0.60,144,,Drake,17-16
142,100.7,129,+1.79,102.5,175,62.5,287,MAC,-.010,193,-4.43,264,102.1,131,100.3,263,142,-1.76,198,8,Bowling Green,19-14
143,100.1,113,+1.75,101.8,193,60.0,326,A10,+.038,73,-7.19,309,102.5,145,102.7,173,143,+0.24,155,,Saint Louis,18-14
144,105.1,220,+1.58,106.7,105,62.4,288,CUSA,-.018,225,+1.04,127,100.9,84,105.2,87,144,+4.27,83,,Southern Miss,15-17
145,99.9,106,+1.54,101.4,205,63.9,230,NEC,-.091,333,+3.61,74,106.4,315,100.3,264,145,-6.13,292,,Mount St. Mary's,19-14
146,100.6,122,+1.49,102.0,187,66.0,139,NEC,+.055,44,+0.44,144,106.5,317,99.3,284,146,-7.27,310,15,Robert Morris,24-11
147,108.6,285,+1.40,110.0,66,66.2,130,SC,+.085,14,-5.89,298,106.9,329,100.2,269,147,-6.68,300,,College of Charleston,27-9
148,98.7,84,+1.24,99.9,224,64.9,186,SB,+.144,2,-2.91,228,104.8,243,100.4,262,148,-4.49,258,,Arkansas Little Rock,23-8
149,97.4,66,+1.13,98.6,241,64.2,220,BE,-.074,322,-10.09,339,99.9,57,106.2,63,149,+6.25,59,,Rutgers,11-21
150,99.1,91,+0.99,100.1,222,65.5,159,MEAC,+.031,88,+4.82,55,105.7,286,98.2,309,150,-7.43,311,15,Morgan St.,23-12
151,102.1,154,+0.97,103.1,161,68.7,51,WAC,+.091,12,-3.56,248,104.4,223,104.1,115,151,-0.24,167,,Boise St.,19-13
152,108.0,277,+0.95,109.0,79,68.1,65,SB,+.036,76,+0.89,131,105.4,264,102.1,199,152,-3.27,231,,North Texas,20-12
153,103.7,186,+0.93,104.6,137,66.6,110,Horz,+.064,31,+1.37,120,101.4,102,102.6,178,153,+1.24,128,,Milwaukee,17-14
154,106.3,246,+0.92,107.2,98,64.6,204,CUSA,+.003,154,+2.90,93,101.8,120,105.2,84,154,+3.46,93,,Marshall,15-17
155,111.7,318,+0.90,112.6,38,59.4,331,OVC,-.031,256,-2.32,216,105.8,291,101.3,232,155,-4.50,259,,Eastern Kentucky,18-13
156,101.4,140,+0.81,102.2,184,63.7,244,MVC,-.015,208,+5.10,51,101.3,97,105.4,78,156,+4.13,84,,Southern Illinois,13-18
157,101.3,137,+0.76,102.0,189,65.3,169,OVC,+.015,128,+3.49,76,105.5,268,103.6,138,157,-1.90,200,16,Morehead St.,20-16
158,105.1,217,+0.44,105.5,122,67.7,74,ASun,-.102,338,-5.04,281,105.7,285,98.7,297,158,-6.98,307,,Lipscomb,17-14
159,103.8,188,+0.43,104.2,143,68.2,63,P10,+.018,118,+5.57,48,98.0,13,110.6,1,159,+12.58,1,,Oregon,8-23
160,104.1,195,+0.25,104.4,140,62.4,290,WAC,+.017,124,-0.42,173,103.0,166,103.5,142,160,+0.50,146,,Idaho,17-16
161,99.8,105,+0.20,100.0,223,66.4,121,Slnd,+.033,82,+7.27,30,101.7,119,102.6,181,161,+0.81,140,,Texas A&M Corpus Chris,18-15
162,98.3,75,+0.11,98.4,243,62.1,299,WCC,+.015,129,+4.25,65,102.2,139,103.8,129,162,+1.53,120,,San Diego,16-16
163,101.3,139,-0.00,101.3,207,62.5,286,WAC,-.035,270,-6.49,305,104.0,207,102.6,180,163,-1.48,189,,Louisiana Tech,15-18
164,104.6,208,-0.07,104.5,139,63.3,262,SB,-.044,282,-3.38,240,106.4,310,102.2,198,164,-4.20,253,,Middle Tennessee,18-14
165,99.9,107,-0.09,99.8,226,65.0,185,BW,-.006,183,+0.90,130,104.4,222,103.0,162,165,-1.37,185,,UC Santa Barbara,16-15
166,108.9,290,-0.44,108.5,87,80.1,1,BSth,+.074,23,-0.50,176,105.3,261,98.4,305,166,-6.92,306,,VMI,24-8
167,102.3,162,-0.46,101.9,192,59.1,332,Slnd,+.043,63,-1.27,190,103.3,178,99.2,286,167,-4.14,252,,Nicholls St.,20-11
168,105.0,216,-0.51,104.5,138,65.9,147,BW,+.048,56,+4.73,57,103.8,197,104.2,110,168,+0.43,148,,Long Beach St.,15-15
169,98.4,80,-0.56,97.9,249,67.0,102,CAA,+.148,1,-1.72,202,103.4,181,102.0,209,169,-1.39,187,,Hofstra,21-11
170,102.4,165,-0.58,101.8,194,65.1,181,MAC,-.023,235,+1.14,123,101.9,123,101.4,227,170,-0.48,170,,Ohio,15-17
171,104.9,212,-0.59,104.4,141,62.7,275,AE,+.003,157,-3.11,235,105.2,256,100.0,272,171,-5.22,276,,Boston University,17-13
172,104.8,210,-0.70,104.1,147,61.9,301,BSky,+.030,93,+1.78,112,105.6,280,102.1,204,172,-3.52,240,,Montana,17-12
173,104.0,191,-0.77,103.2,158,63.6,246,MAAC,+.080,19,+3.26,83,101.1,87,101.3,229,173,+0.28,150,,Fairfield,17-15
174,99.4,95,-0.78,98.6,238,64.6,203,CUSA,-.010,192,-4.57,270,103.2,175,104.2,111,174,+0.95,137,,Tulane,14-17
175,104.6,209,-0.79,103.8,150,61.2,312,Sum,-.008,186,+3.39,81,105.0,249,103.9,124,175,-1.12,180,,IUPUI,16-14
176,102.1,153,-0.86,101.2,208,69.2,37,BSth,+.076,21,+8.71,22,105.5,271,101.0,243,176,-4.54,260,16,Radford,21-12
177,103.3,178,-0.98,102.3,181,67.2,91,AE,+.130,3,-4.08,253,105.3,259,99.6,281,177,-5.64,282,15,Binghamton,23-9
178,102.2,157,-1.00,101.2,210,61.6,310,B12,-.098,336,-8.22,323,99.9,56,106.2,60,178,+6.34,57,,Colorado,9-22
179,106.3,247,-1.25,105.1,131,67.8,70,MAAC,+.055,45,-6.21,302,102.5,144,99.3,283,179,-3.18,226,,Rider,19-13
180,104.1,194,-1.28,102.8,165,63.2,264,SB,+.037,75,-5.67,294,106.6,321,101.7,215,180,-4.92,269,,South Alabama,20-13
181,108.4,282,-1.37,107.0,100,66.4,123,MWC,-.057,308,+0.65,137,100.2,65,105.3,81,181,+5.13,70,,Colorado St.,9-22
182,100.1,114,-1.39,98.7,235,64.5,213,Pat,-.027,244,-1.59,195,104.9,244,98.5,302,182,-6.38,297,,Holy Cross,18-14
183,110.2,303,-1.42,108.8,81,69.9,25,SB,+.065,29,-2.80,226,105.6,283,101.4,224,183,-4.21,254,,Troy,19-13
184,109.0,291,-1.64,107.4,94,66.7,106,OVC,+.056,41,+4.92,53,104.7,235,102.3,191,184,-2.35,207,,Austin Peay,19-14
185,106.2,242,-2.01,104.1,144,60.5,321,ind,-.054,301,-5.41,287,107.7,341,97.9,313,185,-9.80,327,,Utah Valley,17-11
