,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
13,95.7,39,+22.11,117.8,8,63.5,252,B10,+.055,47,+2.52,89,99.5,26,107.7,28,13,+8.13,26,5,Illinois,26-7
14,92.9,17,+21.74,114.7,18,68.1,82,SEC,+.021,114,-1.89,210,99.9,39,106.3,69,14,+6.38,48,2,Mississippi St.,26-4
15,99.9,102,+21.69,121.6,1,70.4,23,ACC,-.019,216,+1.79,116,96.1,1,109.6,5,15,+13.52,4,4,Wake Forest,21-10
16,94.5,26,+21.56,116.1,13,66.7,127,CUSA,+.003,163,-0.28,172,100.0,41,105.6,90,16,+5.62,66,4,Cincinnati,25-7
17,94.1,22,+21.54,115.6,16,64.7,206,B12,+.038,72,+0.80,143,99.8,35,109.1,11,17,+9.27,14,3,Texas,25-8
18,91.4,13,+20.89,112.3,38,69.4,40,B12,+.017,125,+6.53,30,98.8,15,109.2,10,18,+10.39,11,4,Kansas,24-9
19,86.6,1,+20.44,107.1,94,67.4,106,CUSA,-.079,303,+4.23,57,99.9,37,107.0,43,19,+7.09,39,10,Louisville,20-10
20,92.0,15,+20.27,112.3,39,68.7,58,WAC,-.039,251,+4.97,48,100.5,66,107.6,32,20,+7.09,38,10,Nevada,25-9
21,93.6,20,+20.16,113.8,21,64.1,230,A10,-.022,219,+2.75,81,100.3,58,107.5,33,21,+7.19,36,7,Xavier,26-11
22,91.1,10,+19.81,110.9,52,71.1,12,ACC,-.009,189,-1.13,192,98.0,8,112.1,1,22,+14.09,1,4,Maryland,20-12
23,95.0,30,+18.64,113.6,23,65.0,193,SEC,-.002,176,-6.57,288,100.1,45,108.0,23,23,+7.87,28,6,Vanderbilt,23-10
24,93.9,21,+18.32,112.3,40,65.0,196,BE,+.003,165,+4.05,59,99.1,19,107.9,25,24,+8.80,21,5,Providence,20-9
25,98.6,78,+18.26,116.9,12,65.9,162,SEC,-.023,222,+0.08,163,98.3,11,107.9,24,25,+9.60,13,5,Florida,20-11
26,91.5,14,+17.48,109.0,74,64.3,221,ACC,-.090,310,-6.81,293,98.7,12,109.1,13,26,+10.38,12,,Florida St.,19-14
27,95.0,31,+17.35,112.3,37,65.4,180,BE,-.004,178,-1.14,193,99.4,23,107.2,36,27,+7.85,29,8,Seton Hall,21-10
28,94.3,24,+17.11,111.4,46,66.7,126,B12,+.010,143,+2.29,97,100.1,47,108.4,15,28,+8.29,24,8,Texas Tech,23-11
29,98.2,67,+16.50,114.7,17,64.7,207,SEC,+.004,161,+6.59,29,97.9,7,109.1,12,29,+11.20,8,8,Alabama,20-13
30,96.7,50,+16.34,113.1,31,65.7,169,BE,+.086,19,-4.61,261,99.6,27,107.4,34,30,+7.88,27,5,Syracuse,23-8
31,98.0,64,+16.29,114.3,19,65.6,173,MAC,+.037,74,-1.21,196,104.1,186,103.5,157,31,-0.63,175,11,Western Michigan,26-5
32,102.3,151,+16.18,118.5,7,73.0,6,P10,-.072,296,+4.60,53,101.0,80,106.7,55,32,+5.72,63,9,Arizona,20-10
33,95.6,37,+16.17,111.8,43,66.6,131,CUSA,+.012,137,+1.83,114,100.2,48,105.7,86,33,+5.55,69,7,Memphis,22-8
34,101.5,129,+15.66,117.2,11,64.0,232,B10,-.014,198,+7.60,19,98.2,10,107.1,39,34,+8.92,19,7,Michigan St.,18-12
35,97.4,59,+15.64,113.0,32,65.9,160,MWC,+.020,116,+6.41,32,101.0,78,108.1,19,35,+7.13,37,12,BYU,21-9
36,96.0,43,+15.42,111.4,47,51.9,326,MWC,+.025,101,-10.49,318,102.8,138,103.3,170,36,+0.58,143,11,Air Force,22-7
37,95.1,34,+15.42,110.5,55,62.6,282,BE,+.045,64,-2.14,218,99.0,18,106.2,73,37,+7.21,35,6,Boston College,24-10
38,90.9,9,+15.07,105.9,109,62.7,281,A10,-.060,281,+7.66,17,100.2,50,107.2,37,38,+6.95,41,11,Richmond,20-13
39,94.7,28,+15.02,109.7,64,65.5,176,SEC,-.000,172,-8.05,302,99.6,28,105.8,82,39,+6.15,54,10,South Carolina,23-11
40,98.7,80,+14.86,113.6,24,62.1,293,B12,-.093,312,-9.88,317,101.7,104,106.3,71,40,+4.56,86,,Nebraska,18-13
41,97.8,61,+14.69,112.5,36,68.2,76,WAC,+.046,61,-6.38,284,99.9,38,104.2,133,41,+4.31,92,13,UTEP,24-8
42,94.8,29,+14.33,109.1,70,65.2,188,MVC,+.046,62,+2.25,103,102.5,134,105.1,107,42,+2.54,113,9,Southern Illinois,25-5
43,98.5,73,+14.25,112.7,34,69.7,33,CUSA,+.015,131,+2.66,83,99.3,22,105.0,109,43,+5.72,64,9,Charlotte,21-9
44,93.3,19,+14.14,107.4,91,66.4,138,B10,+.018,122,-2.38,223,101.1,86,106.6,57,44,+5.50,70,,Michigan,23-11
45,96.0,42,+14.13,110.1,60,58.8,317,MWC,+.064,36,-0.97,188,102.3,121,106.8,50,45,+4.45,87,11,Utah,24-9
46,94.5,25,+13.63,108.1,79,70.7,20,CUSA,+.019,120,+1.60,122,100.4,62,105.8,83,46,+5.34,75,9,UAB,22-10
47,102.3,149,+13.60,115.9,15,58.2,322,BW,+.037,77,-3.29,242,104.4,194,101.4,236,47,-3.05,224,,Utah St.,25-4
48,95.7,38,+13.38,109.1,71,65.0,194,MAAC,+.012,139,+1.31,130,105.0,220,103.2,177,48,-1.77,193,12,Manhattan,25-6
49,96.5,47,+13.13,109.6,65,66.7,125,WAC,+.028,95,-0.79,186,101.4,94,106.2,74,49,+4.87,83,,Boise St.,23-10
50,99.5,94,+13.08,112.6,35,68.3,69,A10,-.032,239,+1.78,118,100.3,55,105.6,89,50,+5.32,76,,George Washington,18-12
51,100.4,109,+13.08,113.5,27,65.6,170,B12,-.020,217,+6.91,27,98.7,13,109.2,9,51,+10.44,10,,Missouri,16-14
52,100.4,107,+13.03,113.4,29,64.6,210,BE,-.024,225,-4.15,251,99.8,32,107.1,40,52,+7.27,33,,Notre Dame,19-13
53,98.3,70,+12.43,110.8,53,65.3,187,BE,-.050,267,+4.61,52,99.0,17,108.2,17,53,+9.22,15,,Villanova,18-17
54,99.5,93,+11.77,111.3,48,68.1,80,B12,+.034,83,-0.15,168,99.8,33,108.0,22,54,+8.21,25,,Colorado,18-11
55,98.3,69,+11.64,109.9,61,65.9,161,MVC,-.075,300,-0.76,183,101.6,100,103.5,159,55,+1.87,125,,Wichita St.,21-11
56,92.9,16,+11.61,104.5,137,63.6,247,B12,+.059,43,-6.56,287,100.4,59,107.0,41,56,+6.68,43,,Oklahoma,20-11
57,93.0,18,+11.60,104.6,133,62.7,280,B10,-.066,288,-2.70,232,101.6,99,106.9,44,57,+5.31,78,,Purdue,17-14
58,101.6,132,+11.36,113.0,33,63.2,267,CUSA,+.091,17,-0.62,180,100.6,71,106.4,64,58,+5.83,62,7,DePaul,22-10
59,99.6,95,+10.92,110.5,57,66.3,141,WCC,-.083,308,+1.19,132,104.0,178,105.5,92,59,+1.47,135,,Saint Mary's,19-12
60,102.3,152,+10.78,113.1,30,73.5,1,P10,+.031,88,+2.14,107,100.4,63,106.6,58,60,+6.16,52,8,Washington,19-12
61,99.9,101,+10.62,110.5,56,68.7,59,OVC,+.064,38,+1.25,131,106.9,296,103.1,180,61,-3.80,233,12,Murray St.,28-6
62,101.7,137,+10.52,112.2,41,70.4,25,Horz,-.024,224,+6.22,34,101.8,107,104.1,140,62,+2.29,116,,Milwaukee,20-11
63,97.1,54,+10.39,107.5,86,64.6,208,Horz,+.037,78,-2.97,236,104.1,182,103.6,153,63,-0.52,171,13,Illinois Chicago,24-8
64,98.8,83,+10.37,109.2,69,69.7,34,B12,+.064,35,-0.48,176,99.5,24,108.1,18,64,+8.62,22,,Iowa St.,20-13
65,97.8,62,+10.36,108.2,78,63.4,256,MVC,+.006,155,-4.40,258,102.3,122,103.5,160,65,+1.13,140,,Creighton,20-9
66,99.1,87,+10.27,109.3,67,68.7,60,ACC,+.100,10,-7.81,301,98.1,9,108.8,14,66,+10.68,9,,Virginia,18-13
67,99.0,85,+10.23,109.2,68,69.1,52,SB,+.006,154,+10.92,6,103.0,141,103.8,150,67,+0.84,141,14,Louisiana Lafayette,20-9
68,96.1,45,+10.16,106.3,105,66.4,136,SEC,-.097,315,-6.32,281,101.0,84,106.3,70,68,+5.31,79,,Auburn,14-14
69,96.6,49,+10.10,106.7,98,68.5,64,B10,-.015,200,+2.02,110,99.5,25,106.7,54,69,+7.21,34,,Iowa,16-13
70,96.9,53,+10.04,107.0,96,63.6,246,SEC,+.054,51,-4.84,264,99.7,29,106.1,77,70,+6.37,49,,LSU,18-11
71,99.2,89,+9.83,109.0,73,68.1,79,WAC,+.070,30,-0.78,184,100.3,56,105.5,93,71,+5.14,82,,Rice,22-11
72,96.2,46,+9.83,106.0,108,66.0,159,BE,+.046,63,+0.32,155,100.1,46,106.8,51,72,+6.66,44,,Rutgers,20-13
73,99.2,88,+9.80,109.0,75,63.6,248,Ivy,-.072,297,+5.82,39,104.2,187,101.8,224,73,-2.36,212,,Penn,17-10
74,98.4,71,+9.75,108.1,80,62.2,289,A10,+.084,23,-1.55,205,102.3,124,105.6,91,74,+3.26,106,10,Dayton,24-9
75,97.2,56,+9.68,106.9,97,65.6,172,MAC,+.009,145,+1.51,123,103.8,166,104.1,139,75,+0.37,147,,Kent St.,22-9
76,98.5,75,+9.54,108.1,82,62.3,287,SEC,+.029,93,-5.31,272,98.8,16,107.7,30,76,+8.84,20,,Georgia,16-14
77,100.9,120,+9.35,110.3,58,69.1,51,MWC,-.009,187,+0.12,161,101.0,81,106.2,75,77,+5.18,80,,UNLV,18-13
78,100.6,113,+9.27,109.8,62,65.3,184,WAC,+.023,107,-4.46,259,101.0,83,105.3,99,78,+4.31,94,,Hawaii,21-12
79,101.7,135,+9.21,110.9,51,67.6,97,P10,+.026,99,+2.41,95,100.3,52,106.7,56,79,+6.38,47,,Oregon,18-13
80,97.2,57,+9.19,106.4,103,59.1,316,Horz,-.009,188,+2.76,80,104.0,175,103.8,149,80,-0.14,158,,Detroit,19-11
81,96.5,48,+9.09,105.6,115,64.4,216,CAA,+.076,25,+0.29,156,102.6,135,102.3,208,81,-0.29,163,13,VCU,23-8
82,99.7,99,+8.93,108.6,76,63.6,249,BW,+.096,12,+3.56,66,103.1,147,103.4,164,82,+0.28,150,12,Pacific,25-8
83,95.7,40,+8.89,104.6,131,64.9,199,B12,-.080,305,-8.19,304,101.4,95,106.9,47,83,+5.49,71,,Kansas St.,14-14
84,98.6,77,+8.78,107.4,92,64.8,201,MVC,+.022,111,-1.91,212,101.4,96,103.9,147,84,+2.45,114,14,Northern Iowa,21-10
85,95.8,41,+8.60,104.4,140,73.2,3,SC,+.016,130,+0.64,147,104.6,201,102.2,210,85,-2.39,214,13,East Tennessee St.,27-6
86,96.7,51,+8.48,105.2,122,64.4,217,A10,+.003,162,+0.47,152,102.5,129,105.2,104,86,+2.69,112,,Rhode Island,20-14
87,95.3,35,+8.21,103.5,150,61.3,305,CUSA,+.031,89,-1.49,204,100.4,60,105.9,80,87,+5.49,72,,Saint Louis,19-13
88,105.7,203,+7.82,113.5,25,68.0,85,ASun,+.017,124,+3.83,61,106.1,271,101.1,241,88,-5.00,246,,Troy St.,24-7
89,101.2,124,+7.30,108.5,77,66.1,152,SEC,+.020,119,-6.49,285,99.8,34,107.6,31,89,+7.83,30,,Tennessee,15-14
90,102.5,155,+7.23,109.8,63,60.1,311,A10,+.011,141,+6.95,25,100.2,49,106.2,72,90,+6.05,55,,Temple,15-14
91,99.6,97,+7.09,106.7,99,58.7,319,WAC,-.066,287,+2.19,106,100.5,67,105.9,79,91,+5.37,74,,Fresno St.,14-15
92,104.6,182,+7.03,111.7,44,64.2,223,CUSA,+.020,118,-6.50,286,101.2,90,104.3,131,92,+3.10,108,,Marquette,19-12
93,100.2,104,+6.81,107.0,95,62.3,288,BE,+.064,37,+0.71,146,99.8,31,106.6,60,93,+6.80,42,,West Virginia,17-14
94,98.4,72,+6.81,105.3,120,64.0,234,B10,+.053,53,+8.13,14,100.3,53,109.3,8,94,+8.97,17,,Indiana,14-15
95,99.1,86,+6.48,105.6,116,63.2,265,MVC,-.026,230,-4.18,253,102.1,113,103.4,167,95,+1.31,138,,Southwest Missouri St.,19-14
96,96.8,52,+6.24,103.0,155,67.5,103,CAA,+.093,15,-0.35,174,102.6,136,103.0,183,96,+0.36,148,,George Mason,23-10
97,98.6,76,+6.03,104.6,132,66.1,153,SEC,-.067,289,-6.94,295,100.6,70,107.0,42,97,+6.44,46,,Arkansas,12-16
98,97.4,60,+5.91,103.3,153,62.6,283,ASun,+.087,18,-3.79,246,107.2,306,101.4,234,98,-5.87,255,14,UCF,25-6
99,100.9,118,+5.78,106.7,100,67.7,95,CAA,-.017,206,-5.62,277,103.4,153,102.1,216,99,-1.30,188,,Drexel,18-11
100,101.1,123,+5.65,106.7,101,59.3,315,B10,+.023,106,+2.13,108,100.2,51,106.8,48,100,+6.62,45,,Northwestern,14-15
101,99.0,84,+5.57,104.6,135,69.1,53,CAA,-.019,214,+2.85,78,102.4,125,103.0,182,101,+0.66,142,,Old Dominion,17-12
102,98.2,68,+5.51,103.7,147,64.0,237,P10,-.018,213,+3.39,68,101.5,98,107.4,35,102,+5.91,58,,California,13-15
103,94.6,27,+5.49,100.1,215,62.1,294,OVC,+.070,31,+14.88,2,105.4,236,105.4,97,103,-0.01,153,,Austin Peay,22-10
104,106.1,212,+5.45,111.5,45,69.9,28,MAAC,-.028,233,-4.10,250,104.9,213,101.7,228,104,-3.24,227,,Niagara,22-10
105,100.8,117,+5.22,106.0,107,63.8,241,ASun,-.047,264,+7.27,21,106.1,269,101.0,242,105,-5.08,247,,Belmont,21-9
106,97.3,58,+4.95,102.2,171,62.1,290,MAAC,+.025,103,+2.62,87,105.0,218,102.9,188,106,-2.12,206,,Fairfield,19-11
107,97.1,55,+4.93,102.1,176,64.9,198,ACC,+.022,110,-1.35,202,97.2,6,110.6,3,107,+13.44,5,,Clemson,10-18
108,101.4,127,+4.86,106.3,106,56.4,325,Ivy,+.033,85,-0.07,166,104.6,200,100.2,254,108,-4.32,240,14,Princeton,20-8
109,102.9,161,+4.67,107.6,85,69.5,37,MAC,-.018,210,-4.78,263,104.7,207,102.9,189,109,-1.87,198,,Buffalo,17-12
110,102.8,160,+4.60,107.4,89,65.2,189,BE,-.104,318,-11.93,321,100.3,57,102.8,195,110,+2.44,115,,Miami FL,14-16
111,100.6,112,+4.49,105.0,124,66.9,120,MWC,-.035,245,+2.26,102,102.2,114,108.0,21,111,+5.88,59,,San Diego St.,14-16
112,104.7,183,+4.36,109.0,72,69.6,35,MAC,+.115,2,+6.00,35,103.3,152,104.7,121,112,+1.39,137,,Toledo,20-11
113,100.4,108,+4.35,104.7,127,65.4,179,CUSA,-.101,317,-12.96,323,101.0,85,102.7,200,113,+1.63,129,,East Carolina,13-14
114,100.3,106,+4.34,104.7,129,68.0,88,MWC,-.123,322,-0.34,173,101.6,101,106.4,66,114,+4.78,84,,Wyoming,11-17
115,106.1,213,+4.19,110.3,59,61.6,299,MWC,-.058,278,-7.44,300,102.4,127,104.6,123,115,+2.21,121,,New Mexico,14-14
116,101.6,130,+3.92,105.5,117,67.7,91,SC,+.017,123,+1.40,127,104.1,184,100.5,249,116,-3.61,230,,College of Charleston,20-9
117,106.9,235,+3.85,110.7,54,64.5,213,MCon,-.017,207,+2.28,98,105.8,259,103.3,171,117,-2.48,217,,IUPUI,21-11
118,107.4,246,+3.80,111.2,49,66.2,146,SB,-.056,275,+5.96,36,101.9,108,102.5,202,118,+0.57,144,,Western Kentucky,15-13
119,98.8,82,+3.80,102.6,167,64.9,197,WAC,-.018,211,-1.03,189,100.1,42,105.4,96,119,+5.32,77,,Louisiana Tech,15-15
120,95.0,32,+3.66,98.7,243,59.8,313,CAA,-.064,285,+2.50,90,103.0,142,103.3,174,120,+0.29,149,,UNC Wilmington,15-15
121,98.5,74,+3.45,101.9,178,63.1,270,BW,-.034,243,+1.67,121,104.9,212,103.6,152,121,-1.30,187,,UC Santa Barbara,16-12
122,101.1,121,+3.43,104.5,138,58.6,321,MAC,+.085,22,+4.46,54,103.1,144,104.6,125,122,+1.50,133,,Miami OH,18-11
123,98.8,81,+3.16,101.9,179,66.3,142,BE,+.052,55,-9.42,310,100.5,68,104.9,114,123,+4.31,93,,Virginia Tech,15-14
124,96.0,44,+3.10,99.1,235,68.4,66,BE,-.053,273,-10.85,320,101.3,91,104.2,134,124,+2.93,109,,Georgetown,13-15
125,102.3,150,+3.09,105.4,118,64.5,215,BSky,+.014,133,+7.22,22,103.5,156,103.3,176,125,-0.25,162,15,Eastern Washington,17-13
126,97.9,63,+3.04,100.9,202,56.5,323,P10,-.014,199,-1.90,211,101.4,93,106.7,53,126,+5.37,73,,Washington St.,13-16
127,99.5,92,+3.01,102.5,169,63.4,261,AE,+.115,3,+0.37,153,105.1,225,97.3,297,127,-7.79,277,,Boston University,23-6
128,99.7,100,+2.99,102.7,163,62.9,274,SEC,+.022,112,-7.42,299,100.4,61,106.6,59,128,+6.19,51,,Mississippi,13-15
129,110.8,298,+2.93,113.7,22,69.3,41,WCC,-.001,175,+2.89,76,102.5,132,104.7,119,129,+2.22,120,,Pepperdine,15-16
130,104.7,184,+2.77,107.5,87,56.4,324,Horz,-.038,250,+1.04,136,102.8,139,102.3,209,130,-0.58,172,,Butler,16-14
131,101.6,133,+2.63,104.3,142,68.3,67,MWC,+.008,150,+1.09,134,100.9,75,106.8,52,131,+5.86,61,,Colorado St.,13-16
132,102.3,148,+2.32,104.6,134,70.3,26,P10,+.086,20,+3.17,72,101.6,103,107.9,26,132,+6.21,50,,USC,13-15
133,103.0,162,+2.23,105.2,123,67.3,112,B10,-.034,244,-2.50,228,101.2,89,106.4,67,133,+5.18,81,,Minnesota,12-18
134,102.6,156,+1.88,104.5,139,65.5,175,ASun,+.040,70,+6.99,24,106.8,294,101.6,229,134,-5.19,248,,Georgia St.,20-9
135,101.6,131,+1.81,103.4,151,65.3,186,SB,+.026,100,+0.13,160,103.8,168,103.1,178,135,-0.74,178,,Middle Tennessee,17-12
136,103.5,170,+1.72,105.2,121,62.4,286,WAC,+.001,170,+2.44,92,100.0,40,106.1,76,136,+6.16,53,,SMU,12-18
137,102.1,143,+1.55,103.6,148,66.3,144,SC,+.043,65,+15.04,1,102.9,140,102.8,194,137,-0.03,155,,Davidson,17-12
138,101.9,138,+1.47,103.3,152,67.1,117,MAC,-.013,196,+6.51,31,103.9,172,105.3,98,138,+1.47,134,,Ball St.,14-15
139,98.2,66,+1.45,99.6,227,63.4,259,Slnd,-.075,299,-9.43,311,107.8,321,98.4,280,139,-9.43,302,,Stephen F. Austin,21-9
140,104.3,178,+1.42,105.7,113,67.4,107,CAA,-.007,183,+5.24,45,101.3,92,102.9,190,140,+1.52,132,,Hofstra,14-15
141,108.1,255,+1.30,109.4,66,68.1,83,MCon,+.007,151,+2.26,100,105.4,237,103.5,154,141,-1.83,196,,Oral Roberts,17-11
142,106.3,222,+1.29,107.6,84,68.5,65,P10,-.049,266,-2.29,220,102.0,110,106.4,65,142,+4.44,89,,Arizona St.,10-17
143,99.6,98,+1.27,100.9,204,72.5,8,SC,-.016,205,-8.44,307,106.1,270,99.6,260,143,-6.46,261,,Georgia Southern,21-8
144,101.4,126,+1.24,102.7,165,63.2,262,P10,+.017,126,+2.42,93,101.2,87,106.9,45,144,+5.71,65,,UCLA,11-17
145,110.0,286,+1.18,111.2,50,66.8,122,SC,+.043,66,+1.82,115,103.8,171,102.0,217,145,-1.81,195,,Chattanooga,19-11
146,103.5,169,+1.01,104.5,136,67.5,104,A10,-.052,271,-6.28,280,102.2,115,104.9,112,146,+2.77,111,,Duquesne,12-17
147,105.0,190,+0.72,105.7,112,65.8,168,MCon,-.069,293,-4.53,260,106.3,281,102.0,218,147,-4.24,238,,UMKC,15-14
148,107.2,243,+0.71,107.9,83,62.8,277,B10,+.056,45,-2.79,234,100.4,64,105.1,106,148,+4.63,85,,Ohio St.,14-16
149,102.1,144,+0.66,102.8,162,67.6,99,P10,+.003,164,-5.14,269,101.8,105,105.7,88,149,+3.89,98,,Oregon St.,12-16
150,98.6,79,+0.62,99.3,231,68.9,56,CAA,+.028,96,-6.37,283,103.5,155,101.7,227,150,-1.81,194,,Delaware,16-12
151,100.4,110,+0.58,101.0,200,65.6,171,SB,-.052,272,-6.93,294,105.8,262,101.3,237,151,-4.51,243,,Arkansas Little Rock,17-12
152,99.6,96,+0.53,100.1,212,69.2,47,MCon,+.068,33,+0.85,139,106.0,267,104.7,118,152,-1.31,189,15,Valparaiso,18-13
153,102.0,142,+0.16,102.2,174,67.0,119,WAC,-.099,316,+2.74,82,100.7,72,106.6,61,153,+5.87,60,,Tulsa,9-20
154,102.8,158,+0.08,102.9,161,66.1,149,CUSA,-.001,173,-0.22,170,101.0,77,104.9,113,154,+3.94,96,,TCU,12-17
155,100.9,119,-0.03,100.9,203,68.2,73,MVC,-.012,193,-2.76,233,101.9,109,104.2,137,155,+2.24,119,,Drake,12-16
156,101.7,136,-0.04,101.7,186,63.1,269,Horz,+.105,7,-2.36,222,104.3,192,103.9,145,156,-0.38,167,,Green Bay,17-11
157,102.0,140,-0.13,101.8,182,61.4,302,WCC,+.035,79,+3.18,71,103.7,165,105.8,84,157,+2.02,124,,Santa Clara,16-16
158,100.0,103,-0.31,99.7,224,63.4,258,BW,-.010,191,+5.91,37,103.6,159,104.1,141,158,+0.50,145,,Idaho,14-16
159,106.7,233,-0.45,106.3,104,64.8,202,MAC,-.019,215,-2.33,221,103.9,174,103.4,163,159,-0.49,170,,Akron,13-15
160,106.3,220,-0.47,105.8,111,66.0,158,SB,-.017,208,-7.05,296,104.0,176,99.8,259,160,-4.23,237,,Arkansas St.,17-11
161,108.6,268,-0.51,108.1,81,67.8,90,MAAC,+.069,32,+0.21,159,104.6,203,102.3,207,161,-2.35,211,,Saint Peter's,17-12
162,105.6,200,-0.63,105.0,125,65.9,163,WCC,+.004,158,+5.83,38,102.3,120,105.8,81,162,+3.54,100,,Portland,11-17
163,99.3,90,-0.69,98.6,244,66.8,123,MVC,+.066,34,-2.99,237,103.1,143,104.3,130,163,+1.25,139,,Bradley,15-16
164,102.4,153,-0.76,101.6,188,66.6,132,SC,-.080,306,-7.29,298,105.6,250,100.3,252,164,-5.34,251,,Furman,17-12
165,105.3,193,-0.98,104.3,141,69.0,55,MCon,-.079,304,+7.61,18,104.7,206,104.6,124,165,-0.09,156,,Oakland,13-17
166,108.6,267,-1.10,107.5,88,63.5,253,BSth,+.034,80,-9.51,314,107.2,305,95.5,315,166,-11.72,316,,Birmingham Southern,20-7
167,103.7,174,-1.11,102.6,166,64.8,205,SB,+.085,21,+2.96,73,103.7,161,103.4,161,167,-0.22,161,,New Orleans,17-14
168,100.5,111,-1.13,99.4,230,63.8,242,SWAC,+.050,57,-3.00,238,108.4,326,93.5,326,168,-14.95,326,,Mississippi Valley St.,22-7
169,105.3,195,-1.15,104.2,144,63.1,268,Horz,+.048,59,-0.35,175,103.7,164,103.3,175,169,-0.46,168,,Wright St.,14-14
170,107.0,238,-1.17,105.9,110,61.7,297,BSky,-.024,226,+1.76,119,104.5,197,102.3,204,170,-2.11,205,,Weber St.,15-14
171,98.0,65,-1.23,96.8,270,63.4,254,Pat,-.141,325,-1.34,200,105.3,230,97.4,296,171,-7.92,280,,Holy Cross,13-15
172,102.4,154,-1.37,101.0,199,63.9,239,AE,+.113,4,-2.50,229,105.5,244,97.4,295,172,-8.08,284,15,Vermont,22-9
173,104.1,177,-1.53,102.6,168,63.7,243,MCon,+.028,97,+1.01,137,105.2,229,102.7,197,173,-2.52,218,,Centenary,16-12
174,101.7,134,-1.61,100.1,216,65.1,192,WCC,+.138,1,+1.79,117,103.2,148,105.3,101,174,+2.10,122,,San Francisco,17-14
175,106.4,228,-1.71,104.7,128,65.6,174,MAC,-.025,227,-1.64,207,103.3,151,103.4,162,175,+0.15,152,,Bowling Green,14-17
176,102.2,146,-1.72,100.5,210,64.1,226,CUSA,+.054,50,-3.23,240,100.6,69,104.0,142,176,+3.43,101,,Southern Miss,13-15
177,103.4,166,-1.98,101.4,191,61.5,301,MVC,-.061,282,+1.49,124,101.4,97,104.8,117,177,+3.35,103,,Illinois St.,10-19
178,105.9,207,-2.02,103.9,146,64.8,200,SB,+.021,115,-1.30,199,104.0,177,102.7,199,178,-1.29,186,,Denver,14-13
179,102.0,139,-2.27,99.7,225,68.1,81,BW,+.001,168,-1.94,213,104.2,188,103.3,172,179,-0.88,182,,Cal St. Northridge,14-16
180,103.6,173,-2.44,101.2,195,68.2,72,MAC,+.039,71,+4.01,60,103.1,145,105.4,95,180,+2.29,117,,Marshall,12-17
181,100.8,116,-2.50,98.3,248,67.5,101,BSth,+.000,171,+5.71,40,106.2,279,100.5,248,181,-5.73,254,16,Liberty,18-15
182,100.2,105,-2.81,97.4,263,66.3,143,WCC,+.074,28,-4.28,256,105.5,243,104.7,122,182,-0.79,180,,Loyola Marymount,15-14
183,106.1,211,-3.02,103.0,156,64.1,231,A10,-.023,223,-2.07,217,101.8,106,105.2,103,183,+3.36,102,,La Salle,10-20
184,106.1,215,-3.13,103.0,157,66.5,133,A10,-.022,220,-2.91,235,102.3,119,104.3,129,184,+2.04,123,,Massachusetts,10-19
185,105.8,206,-3.16,102.7,164,63.4,255,Pat,-.006,182,-1.27,198,105.7,253,98.2,284,185,-7.56,274,,American,18-13
