,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
315,105.7,233,-16.68,89.0,334,63.7,268,SB,+.001,168,-5.60,297,105.3,274,100.1,255,315,-5.16,259,,New Orleans,8-22
316,109.6,296,-17.42,92.2,310,67.0,117,NEC,+.054,49,-1.97,218,106.2,315,97.4,310,316,-8.75,314,,Fairleigh Dickinson,11-21
317,120.5,347,-18.10,102.4,178,83.4,1,BSth,+.003,163,+8.16,20,104.3,228,96.9,318,317,-7.36,298,,VMI,10-19
318,113.5,338,-18.48,95.0,288,69.7,30,Sum,+.009,144,+1.99,104,105.1,256,100.8,233,318,-4.29,247,,Centenary,8-21
319,110.1,299,-18.54,91.6,315,65.1,216,MEAC,+.056,46,-1.34,196,106.1,312,96.9,317,319,-9.17,317,,Maryland Eastern Shore,11-21
320,108.0,274,-18.56,89.5,329,66.3,153,GWC,-.081,332,+3.65,72,105.1,262,98.5,296,320,-6.64,286,,Texas Pan American,6-27
321,113.0,336,-19.24,93.8,297,72.2,8,GWC,+.050,58,-5.03,285,107.2,340,94.9,339,321,-12.38,341,,Houston Baptist,12-21
322,114.7,344,-19.27,95.5,285,66.2,162,AE,-.071,323,-5.15,286,104.7,249,98.9,285,322,-5.75,271,,UMBC,4-26
323,108.7,286,-19.43,89.3,331,65.0,220,MEAC,-.088,338,+1.93,106,105.8,296,97.2,313,323,-8.58,312,,Coppin St.,8-22
324,109.3,291,-19.47,89.8,327,66.2,157,Sum,-.003,177,+2.25,98,105.5,283,101.6,204,324,-3.85,240,,Southern Utah,7-22
325,108.3,277,-19.54,88.8,335,60.6,331,MAC,+.008,151,+2.54,93,102.5,157,103.3,158,325,+0.81,152,,Toledo,4-28
326,109.4,293,-19.59,89.8,326,61.1,325,GWC,-.027,246,-2.87,240,108.0,345,95.2,337,326,-12.71,344,,Utah Valley,12-18
327,107.2,264,-19.70,87.5,338,70.2,25,SWAC,-.016,219,+8.50,15,106.4,319,91.7,347,327,-14.66,347,,Alabama A&M,11-16
328,112.0,333,-20.40,91.6,314,67.2,106,SWAC,-.005,183,+6.36,40,104.0,215,94.7,340,328,-9.29,318,,Mississippi Valley St.,9-23
329,111.6,323,-20.64,90.9,318,62.0,310,BSth,-.049,296,+12.77,3,103.6,191,100.0,259,329,-3.64,237,,Presbyterian,5-26
330,107.6,267,-20.66,86.9,339,66.4,146,ind,+.074,28,-7.22,321,105.4,278,98.1,301,330,-7.22,294,,Winston Salem St.,12-17
331,111.0,314,-20.81,90.1,324,69.7,29,BSth,-.004,181,+9.36,10,105.6,292,98.8,288,331,-6.88,290,,Gardner Webb,8-21
332,111.3,320,-20.85,90.5,322,66.0,176,ASun,+.044,70,+5.94,46,103.2,180,100.6,240,332,-2.62,218,,Stetson,7-22
333,113.7,339,-20.95,92.8,305,67.0,121,MEAC,+.054,48,+1.93,107,105.0,255,97.3,311,333,-7.74,303,,Florida A&M,9-22
334,111.4,321,-21.20,90.2,323,69.8,27,OVC,-.015,217,+3.87,69,103.9,209,101.6,203,334,-2.30,207,,Tennessee Martin,4-25
335,111.1,316,-22.00,89.1,332,65.7,185,NEC,-.014,211,-7.14,317,105.9,302,96.2,328,335,-9.69,323,,Wagner,5-26
336,112.8,335,-22.01,90.8,319,62.6,298,MAAC,-.014,214,-3.40,255,101.9,126,101.1,222,336,-0.73,176,,Marist,1-29
337,110.4,303,-22.04,88.4,336,64.3,244,MEAC,+.011,138,+0.75,133,105.0,254,98.1,302,337,-6.85,289,,Howard,7-25
338,106.8,254,-22.16,84.7,343,66.6,131,GWC,-.059,306,-1.00,179,108.0,347,96.3,325,338,-11.71,337,,NJIT,10-21
339,108.4,279,-22.46,85.9,340,66.6,138,ind,-.014,212,-0.95,175,103.7,198,100.2,253,339,-3.51,235,,North Carolina Central,7-22
340,111.3,319,-23.22,88.1,337,66.5,142,ind,+.007,153,-2.77,235,104.1,220,101.3,213,340,-2.77,222,,SIU Edwardsville,5-23
341,106.7,250,-24.24,82.4,345,63.4,274,Ivy,+.022,107,-6.77,312,105.2,267,99.5,271,341,-5.69,270,,Dartmouth,5-23
342,109.9,298,-24.62,85.3,342,67.1,112,GWC,+.001,170,-0.10,150,107.1,339,97.0,316,342,-10.16,327,,Chicago St.,9-23
343,117.6,346,-24.81,92.8,306,64.3,245,GWC,-.005,184,-1.12,184,106.4,320,95.8,331,343,-10.60,331,,North Dakota,8-23
344,114.0,342,-24.99,89.0,333,67.4,100,SWAC,-.001,172,+3.84,70,106.3,317,92.9,346,344,-13.35,346,,Grambling St.,7-21
345,110.6,308,-26.71,83.9,344,68.5,64,SWAC,-.025,243,+2.34,97,105.9,305,93.3,344,345,-12.58,343,,Southern,5-25
346,111.7,327,-32.20,79.5,347,62.1,308,NEC,-.029,248,+1.46,119,106.2,316,98.6,292,346,-7.63,301,,Bryant,1-29
347,113.9,341,-32.65,81.3,346,72.1,9,SWAC,-.030,254,+5.19,52,104.8,252,95.5,335,347,-9.37,320,,Alcorn St.,2-29
